Fixed Overall Qtr Count ,Fraud,Quarter,Report Type,State Name,Year,Fixed State Type,Overall # of Reports by Type QTR,State Fraud/Other Count
328392,Other,1,Other,South Carolina,2022,5468,328392,5468
230049,Other,1,Other,Oregon,2019,1908,230049,1908
406911,Other,2,Other,Rhode Island,2021,1253,406911,1253
729337,Fraud,3,Fraud,Rhode Island,2021,1574,729337,1574
406911,Other,2,Other,Rhode Island,2021,1253,406911,1253
336713,Other,3,Other,Hawaii,2020,717,336713,717
383241,Fraud,4,Fraud,Louisiana,2018,3852,383241,3852
403773,Fraud,4,Fraud,Alaska,2019,747,403773,747
435820,Fraud,1,Fraud,Ohio,2020,12154,435820,12154
648197,Fraud,3,Fraud,South Carolina,2020,8213,648197,8213
336868,Other,4,Other,Vermont,2021,246,336868,246
399061,Fraud,3,Fraud,Connecticut,2018,3135,399061,3135
360718,Other,4,Other,Louisiana,2020,4615,360718,4615
305963,Other,2,Other,Hawaii,2020,746,305963,746
305963,Other,2,Other,Arkansas,2020,4785,305963,4785
328392,Other,1,Other,Pennsylvania,2022,18466,328392,18466
250155,Other,4,Other,Virginia,2018,5389,250155,5389
380279,Fraud,2,Fraud,Iowa,2018,2479,380279,2479
729337,Fraud,3,Fraud,New Hampshire,2021,2234,729337,2234
336713,Other,3,Other,Florida,2020,32181,336713,32181
310369,Other,3,Other,Connecticut,2018,2548,310369,2548
360304,Fraud,1,Fraud,Virginia,2018,7939,360304,7939
492886,Fraud,1,Fraud,Rhode Island,2022,1229,492886,1229
250155,Other,4,Other,Nevada,2018,2829,250155,2829
250155,Other,4,Other,West Virginia,2018,768,250155,768
729718,Fraud,2,Fraud,Tennessee,2021,11467,729718,11467
248549,Other,3,Other,Minnesota,2019,2284,248549,2284
492886,Fraud,1,Fraud,Nebraska,2022,1972,492886,1972
263547,Other,1,Other,South Dakota,2020,283,263547,283
413841,Other,1,Other,Nebraska,2021,1012,413841,1012
336713,Other,3,Other,Montana,2020,487,336713,487
0,IDT,1,Identity Theft,Mississippi,2018,0,0,0
322678,Other,2,Other,Nevada,2018,3378,322678,3378
336868,Other,4,Other,Rhode Island,2021,689,336868,689
624173,Fraud,4,Fraud,New York,2020,31845,624173,31845
529166,Fraud,3,Fraud,Pennsylvania,2019,16401,529166,16401
413575,Fraud,1,Fraud,Minnesota,2019,5446,413575,5446
336868,Other,4,Other,New Jersey,2021,9966,336868,9966
399061,Fraud,3,Fraud,Connecticut,2018,3135,399061,3135
328392,Other,1,Other,Illinois,2022,11553,328392,11553
263547,Other,1,Other,Kansas,2020,1343,263547,1343
492886,Fraud,1,Fraud,Delaware,2022,1498,492886,1498
435820,Fraud,1,Fraud,New York,2020,19878,435820,19878
336713,Other,3,Other,Massachusetts,2020,5353,336713,5353
492886,Fraud,1,Fraud,Minnesota,2022,6201,492886,6201
413841,Other,1,Other,Montana,2021,569,413841,569
380279,Fraud,2,Fraud,Utah,2018,2437,380279,2437
831544,Fraud,1,Fraud,Wisconsin,2021,10680,831544,10680
831544,Fraud,1,Fraud,Wisconsin,2021,10680,831544,10680
360304,Fraud,1,Fraud,Connecticut,2018,2802,360304,2802
399061,Fraud,3,Fraud,North Dakota,2018,438,399061,438
403773,Fraud,4,Fraud,Iowa,2019,2575,403773,2575
328392,Other,1,Other,South Carolina,2022,5468,328392,5468
406911,Other,2,Other,Washington,2021,5347,406911,5347
360304,Fraud,1,Fraud,Connecticut,2018,2802,360304,2802
230049,Other,1,Other,Georgia,2019,10746,230049,10746
403773,Fraud,4,Fraud,California,2019,35459,403773,35459
250155,Other,4,Other,Michigan,2018,6703,250155,6703
435820,Fraud,1,Fraud,North Dakota,2020,522,435820,522
248549,Other,3,Other,Washington,2019,4203,248549,4203
248549,Other,3,Other,North Carolina,2019,7436,248549,7436
305963,Other,2,Other,Arizona,2020,5712,305963,5712
729718,Fraud,2,Fraud,Vermont,2021,1150,729718,1150
600629,Fraud,2,Fraud,Arizona,2020,12059,600629,12059
305963,Other,2,Other,Montana,2020,452,305963,452
729718,Fraud,2,Fraud,North Carolina,2021,17414,729718,17414
535536,Fraud,2,Fraud,Oklahoma,2019,4066,535536,4066
250155,Other,4,Other,Maryland,2018,4600,250155,4600
399061,Fraud,3,Fraud,District of Columbia,2018,1059,399061,1059
236641,Other,4,Other,Illinois,2019,7754,236641,7754
360304,Fraud,1,Fraud,New Mexico,2018,1862,360304,1862
253567,Other,2,Other,Alabama,2019,3328,253567,3328
336713,Other,3,Other,Idaho,2020,1029,336713,1029
360718,Other,4,Other,Massachusetts,2020,6984,360718,6984
435820,Fraud,1,Fraud,Oregon,2020,4957,435820,4957
403773,Fraud,4,Fraud,Connecticut,2019,3575,403773,3575
399061,Fraud,3,Fraud,Ohio,2018,10893,399061,10893
236641,Other,4,Other,South Carolina,2019,4271,236641,4271
573651,Fraud,4,Fraud,Maine,2021,1527,573651,1527
336713,Other,3,Other,New Mexico,2020,1268,336713,1268
263547,Other,1,Other,Rhode Island,2020,542,263547,542
230049,Other,1,Other,Texas,2019,18270,230049,18270
320281,Other,1,Other,Arkansas,2018,1729,320281,1729
0,IDT,1,Identity Theft,Indiana,2018,0,0,0
415398,Other,3,Other,Indiana,2021,4707,415398,4707
573651,Fraud,4,Fraud,Arkansas,2021,3279,573651,3279
831544,Fraud,1,Fraud,District of Columbia,2021,2073,831544,2073
413575,Fraud,1,Fraud,Kansas,2019,2712,413575,2712
253567,Other,2,Other,Nevada,2019,3002,253567,3002
328392,Other,1,Other,Georgia,2022,18894,328392,18894
648197,Fraud,3,Fraud,California,2020,61028,648197,61028
248549,Other,3,Other,Alaska,2019,239,248549,239
263547,Other,1,Other,Pennsylvania,2020,8972,263547,8972
248549,Other,3,Other,California,2019,24517,248549,24517
403773,Fraud,4,Fraud,Wyoming,2019,494,403773,494
399061,Fraud,3,Fraud,Hawaii,2018,1077,399061,1077
305963,Other,2,Other,Mississippi,2020,1956,305963,1956
263547,Other,1,Other,South Dakota,2020,283,263547,283
535536,Fraud,2,Fraud,Colorado,2019,8634,535536,8634
253567,Other,2,Other,Alabama,2019,3328,253567,3328
310369,Other,3,Other,New Jersey,2018,7131,310369,7131
0,IDT,2,Identity Theft,Illinois,2019,0,0,0
336713,Other,3,Other,South Dakota,2020,270,336713,270
492886,Fraud,1,Fraud,Kansas,2022,3066,492886,3066
492886,Fraud,1,Fraud,Nebraska,2022,1972,492886,1972
573651,Fraud,4,Fraud,Nevada,2021,5121,573651,5121
413575,Fraud,1,Fraud,Arizona,2019,7496,413575,7496
492886,Fraud,1,Fraud,Oklahoma,2022,3771,492886,3771
413841,Other,1,Other,Texas,2021,36032,413841,36032
336713,Other,3,Other,Minnesota,2020,3066,336713,3066
0,IDT,4,Identity Theft,District of Columbia,2019,0,0,0
415398,Other,3,Other,South Dakota,2021,280,415398,280
380279,Fraud,2,Fraud,Tennessee,2018,6281,380279,6281
535536,Fraud,2,Fraud,Vermont,2019,673,535536,673
831544,Fraud,1,Fraud,Missouri,2021,12883,831544,12883
336713,Other,3,Other,New Jersey,2020,8843,336713,8843
831544,Fraud,1,Fraud,Ohio,2021,21619,831544,21619
253567,Other,2,Other,Oklahoma,2019,1655,253567,1655
831544,Fraud,1,Fraud,Rhode Island,2021,2211,831544,2211
729718,Fraud,2,Fraud,Virginia,2021,15209,729718,15209
415398,Other,3,Other,Oregon,2021,2647,415398,2647
360304,Fraud,1,Fraud,Florida,2018,20160,360304,20160
230049,Other,1,Other,California,2019,22155,230049,22155
230049,Other,1,Other,Puerto Rico,2019,304,230049,304
328392,Other,1,Other,Tennessee,2022,6184,328392,6184
248549,Other,3,Other,New York,2019,13683,248549,13683
250155,Other,4,Other,Oklahoma,2018,1784,250155,1784
529166,Fraud,3,Fraud,North Dakota,2019,594,529166,594
529166,Fraud,3,Fraud,New Mexico,2019,2729,529166,2729
328392,Other,1,Other,Virginia,2022,8233,328392,8233
624173,Fraud,4,Fraud,Utah,2020,4289,624173,4289
413575,Fraud,1,Fraud,Missouri,2019,6036,413575,6036
263547,Other,1,Other,Puerto Rico,2020,426,263547,426
305963,Other,2,Other,District of Columbia,2020,884,305963,884
360718,Other,4,Other,North Carolina,2020,10208,360718,10208
729337,Fraud,3,Fraud,Oregon,2021,7930,729337,7930
399061,Fraud,3,Fraud,West Virginia,2018,2360,399061,2360
336713,Other,3,Other,South Dakota,2020,270,336713,270
435820,Fraud,1,Fraud,Missouri,2020,6711,435820,6711
320281,Other,1,Other,North Dakota,2018,187,320281,187
413841,Other,1,Other,Georgia,2021,20418,413841,20418
535536,Fraud,2,Fraud,Pennsylvania,2019,16258,535536,16258
383241,Fraud,4,Fraud,Illinois,2018,10372,383241,10372
250155,Other,4,Other,Minnesota,2018,2298,250155,2298
413841,Other,1,Other,Missouri,2021,5257,413841,5257
648197,Fraud,3,Fraud,Minnesota,2020,8394,648197,8394
406911,Other,2,Other,New Hampshire,2021,822,406911,822
492886,Fraud,1,Fraud,New Jersey,2022,10823,492886,10823
435820,Fraud,1,Fraud,Illinois,2020,12261,435820,12261
573651,Fraud,4,Fraud,District of Columbia,2021,1325,573651,1325
600629,Fraud,2,Fraud,Iowa,2020,3221,600629,3221
305963,Other,2,Other,Michigan,2020,6001,305963,6001
0,IDT,4,Identity Theft,Idaho,2020,0,0,0
336868,Other,4,Other,Alabama,2021,6322,336868,6322
380279,Fraud,2,Fraud,Missouri,2018,5560,380279,5560
360304,Fraud,1,Fraud,Alaska,2018,678,360304,678
413575,Fraud,1,Fraud,Delaware,2019,1176,413575,1176
328392,Other,1,Other,West Virginia,2022,833,328392,833
383241,Fraud,4,Fraud,Kentucky,2018,3842,383241,3842
406911,Other,2,Other,Illinois,2021,14287,406911,14287
406911,Other,2,Other,Rhode Island,2021,1253,406911,1253
729337,Fraud,3,Fraud,Oklahoma,2021,5359,729337,5359
729718,Fraud,2,Fraud,Rhode Island,2021,1853,729718,1853
248549,Other,3,Other,Iowa,2019,1126,248549,1126
406911,Other,2,Other,Missouri,2021,5101,406911,5101
403773,Fraud,4,Fraud,New York,2019,18723,403773,18723
360304,Fraud,1,Fraud,Arkansas,2018,2142,360304,2142
573651,Fraud,4,Fraud,North Carolina,2021,12885,573651,12885
0,IDT,4,Identity Theft,South Dakota,2019,0,0,0
729337,Fraud,3,Fraud,Maine,2021,1972,729337,1972
328392,Other,1,Other,Alabama,2022,6205,328392,6205
320281,Other,1,Other,Michigan,2018,12134,320281,12134
383241,Fraud,4,Fraud,New York,2018,17952,383241,17952
380279,Fraud,2,Fraud,New Hampshire,2018,1238,380279,1238
236641,Other,4,Other,Iowa,2019,1138,236641,1138
322678,Other,2,Other,West Virginia,2018,680,322678,680
729718,Fraud,2,Fraud,Georgia,2021,17403,729718,17403
399061,Fraud,3,Fraud,Florida,2018,23787,399061,23787
230049,Other,1,Other,Maryland,2019,4892,230049,4892
250155,Other,4,Other,Tennessee,2018,5933,250155,5933
253567,Other,2,Other,West Virginia,2019,741,253567,741
328392,Other,1,Other,West Virginia,2022,833,328392,833
380279,Fraud,2,Fraud,West Virginia,2018,1828,380279,1828
729337,Fraud,3,Fraud,Arkansas,2021,4107,729337,4107
573651,Fraud,4,Fraud,South Carolina,2021,6334,573651,6334
624173,Fraud,4,Fraud,Louisiana,2020,5336,624173,5336
383241,Fraud,4,Fraud,New Jersey,2018,8421,383241,8421
406911,Other,2,Other,Georgia,2021,22545,406911,22545
435820,Fraud,1,Fraud,Pennsylvania,2020,13688,435820,13688
322678,Other,2,Other,South Dakota,2018,252,322678,252
624173,Fraud,4,Fraud,District of Columbia,2020,1677,624173,1677
729337,Fraud,3,Fraud,South Carolina,2021,8020,729337,8020
648197,Fraud,3,Fraud,California,2020,61028,648197,61028
648197,Fraud,3,Fraud,Hawaii,2020,2292,648197,2292
230049,Other,1,Other,Pennsylvania,2019,7473,230049,7473
305963,Other,2,Other,Maine,2020,737,305963,737
253567,Other,2,Other,Nebraska,2019,629,253567,629
320281,Other,1,Other,South Carolina,2018,4813,320281,4813
415398,Other,3,Other,Iowa,2021,1539,415398,1539
729718,Fraud,2,Fraud,Puerto Rico,2021,719,729718,719
360718,Other,4,Other,Ohio,2020,9443,360718,9443
360304,Fraud,1,Fraud,Utah,2018,2341,360304,2341
336868,Other,4,Other,Mississippi,2021,2760,336868,2760
305963,Other,2,Other,Minnesota,2020,2707,305963,2707
263547,Other,1,Other,Montana,2020,460,263547,460
360718,Other,4,Other,Illinois,2020,15972,360718,15972
406911,Other,2,Other,Arkansas,2021,2190,406911,2190
413841,Other,1,Other,South Carolina,2021,6997,413841,6997
413841,Other,1,Other,Vermont,2021,385,413841,385
624173,Fraud,4,Fraud,Utah,2020,4289,624173,4289
383241,Fraud,4,Fraud,Wyoming,2018,511,383241,511
380279,Fraud,2,Fraud,Oklahoma,2018,2959,380279,2959
0,IDT,4,Identity Theft,Minnesota,2021,0,0,0
336868,Other,4,Other,Massachusetts,2021,4813,336868,4813
624173,Fraud,4,Fraud,New Jersey,2020,13960,624173,13960
0,IDT,3,Identity Theft,Oregon,2018,0,0,0
492886,Fraud,1,Fraud,Maryland,2022,9373,492886,9373
383241,Fraud,4,Fraud,Wisconsin,2018,5243,383241,5243
535536,Fraud,2,Fraud,Montana,2019,1371,535536,1371
360304,Fraud,1,Fraud,Alabama,2018,4013,360304,4013
380279,Fraud,2,Fraud,Montana,2018,1244,380279,1244
328392,Other,1,Other,Massachusetts,2022,5407,328392,5407
492886,Fraud,1,Fraud,Kentucky,2022,5080,492886,5080
492886,Fraud,1,Fraud,South Carolina,2022,5694,492886,5694
336713,Other,3,Other,Iowa,2020,1181,336713,1181
415398,Other,3,Other,Kansas,2021,1649,415398,1649
573651,Fraud,4,Fraud,Nebraska,2021,2252,573651,2252
729718,Fraud,2,Fraud,New York,2021,32464,729718,32464
322678,Other,2,Other,Nevada,2018,3378,322678,3378
406911,Other,2,Other,New Hampshire,2021,822,406911,822
253567,Other,2,Other,Ohio,2019,8073,253567,8073
0,IDT,4,Identity Theft,Hawaii,2019,0,0,0
360718,Other,4,Other,Georgia,2020,15342,360718,15342
729718,Fraud,2,Fraud,California,2021,64748,729718,64748
263547,Other,1,Other,Arizona,2020,4778,263547,4778
435820,Fraud,1,Fraud,California,2020,37914,435820,37914
253567,Other,2,Other,Delaware,2019,694,253567,694
250155,Other,4,Other,Maine,2018,555,250155,555
415398,Other,3,Other,Rhode Island,2021,960,415398,960
413575,Fraud,1,Fraud,North Dakota,2019,567,413575,567
380279,Fraud,2,Fraud,Utah,2018,2437,380279,2437
322678,Other,2,Other,Hawaii,2018,657,322678,657
729718,Fraud,2,Fraud,Idaho,2021,2861,729718,2861
250155,Other,4,Other,Texas,2018,23807,250155,23807
310369,Other,3,Other,Illinois,2018,9043,310369,9043
263547,Other,1,Other,Hawaii,2020,678,263547,678
415398,Other,3,Other,Nebraska,2021,878,415398,878
413841,Other,1,Other,Oklahoma,2021,2486,413841,2486
360718,Other,4,Other,Puerto Rico,2020,1063,360718,1063
336868,Other,4,Other,Arkansas,2021,1897,336868,1897
322678,Other,2,Other,Mississippi,2018,1901,322678,1901
253567,Other,2,Other,Louisiana,2019,3110,253567,3110
328392,Other,1,Other,Arkansas,2022,1931,328392,1931
624173,Fraud,4,Fraud,New Jersey,2020,13960,624173,13960
648197,Fraud,3,Fraud,New York,2020,31395,648197,31395
263547,Other,1,Other,Massachusetts,2020,3824,263547,3824
250155,Other,4,Other,North Dakota,2018,215,250155,215
831544,Fraud,1,Fraud,New Hampshire,2021,3095,831544,3095
403773,Fraud,4,Fraud,Delaware,2019,1278,403773,1278
248549,Other,3,Other,Hawaii,2019,646,248549,646
729337,Fraud,3,Fraud,Wisconsin,2021,8518,729337,8518
236641,Other,4,Other,Florida,2019,22360,236641,22360
729718,Fraud,2,Fraud,Arkansas,2021,4327,729718,4327
328392,Other,1,Other,Arkansas,2022,1931,328392,1931
0,IDT,1,Identity Theft,North Dakota,2018,0,0,0
729718,Fraud,2,Fraud,Georgia,2021,17403,729718,17403
236641,Other,4,Other,Wyoming,2019,241,236641,241
253567,Other,2,Other,Vermont,2019,240,253567,240
230049,Other,1,Other,New Mexico,2019,977,230049,977
492886,Fraud,1,Fraud,Iowa,2022,2738,492886,2738
399061,Fraud,3,Fraud,Arizona,2018,8846,399061,8846
529166,Fraud,3,Fraud,Arkansas,2019,3174,529166,3174
305963,Other,2,Other,Hawaii,2020,746,305963,746
263547,Other,1,Other,West Virginia,2020,910,263547,910
831544,Fraud,1,Fraud,Michigan,2021,18805,831544,18805
406911,Other,2,Other,Tennessee,2021,10630,406911,10630
263547,Other,1,Other,Michigan,2020,5331,263547,5331
322678,Other,2,Other,New Mexico,2018,1643,322678,1643
253567,Other,2,Other,Hawaii,2019,581,253567,581
336713,Other,3,Other,Texas,2020,31058,336713,31058
624173,Fraud,4,Fraud,South Dakota,2020,929,624173,929
415398,Other,3,Other,Arkansas,2021,2135,415398,2135
399061,Fraud,3,Fraud,New Jersey,2018,7619,399061,7619
380279,Fraud,2,Fraud,Ohio,2018,9892,380279,9892
305963,Other,2,Other,South Carolina,2020,4500,305963,4500
648197,Fraud,3,Fraud,Alaska,2020,1175,648197,1175
399061,Fraud,3,Fraud,Maine,2018,1188,399061,1188
305963,Other,2,Other,New Mexico,2020,1067,305963,1067
535536,Fraud,2,Fraud,Connecticut,2019,4226,535536,4226
435820,Fraud,1,Fraud,Tennessee,2020,7424,435820,7424
250155,Other,4,Other,Pennsylvania,2018,7725,250155,7725
328392,Other,1,Other,Kansas,2022,1323,328392,1323
535536,Fraud,2,Fraud,Rhode Island,2019,1108,535536,1108
360304,Fraud,1,Fraud,Nevada,2018,3245,360304,3245
413841,Other,1,Other,New Hampshire,2021,1021,413841,1021
729718,Fraud,2,Fraud,Maryland,2021,11729,729718,11729
230049,Other,1,Other,Wisconsin,2019,2732,230049,2732
320281,Other,1,Other,Missouri,2018,5357,320281,5357
435820,Fraud,1,Fraud,Wisconsin,2020,5832,435820,5832
399061,Fraud,3,Fraud,Alabama,2018,4951,399061,4951
253567,Other,2,Other,Virginia,2019,5820,253567,5820
399061,Fraud,3,Fraud,Alabama,2018,4951,399061,4951
415398,Other,3,Other,Utah,2021,1757,415398,1757
399061,Fraud,3,Fraud,Kansas,2018,2818,399061,2818
336868,Other,4,Other,New Jersey,2021,9966,336868,9966
322678,Other,2,Other,Alabama,2018,5107,322678,5107
729718,Fraud,2,Fraud,New Mexico,2021,3717,729718,3717
413841,Other,1,Other,Arkansas,2021,2172,413841,2172
535536,Fraud,2,Fraud,Indiana,2019,7459,535536,7459
263547,Other,1,Other,Idaho,2020,786,263547,786
328392,Other,1,Other,Minnesota,2022,2805,328392,2805
399061,Fraud,3,Fraud,Washington,2018,7710,399061,7710
435820,Fraud,1,Fraud,Massachusetts,2020,6874,435820,6874
600629,Fraud,2,Fraud,Vermont,2020,933,600629,933
492886,Fraud,1,Fraud,Arkansas,2022,2845,492886,2845
729337,Fraud,3,Fraud,Kansas,2021,4230,729337,4230
230049,Other,1,Other,Ohio,2019,7405,230049,7405
322678,Other,2,Other,Montana,2018,421,322678,421
399061,Fraud,3,Fraud,Oklahoma,2018,3131,399061,3131
263547,Other,1,Other,Oregon,2020,2135,263547,2135
406911,Other,2,Other,Louisiana,2021,10233,406911,10233
310369,Other,3,Other,Idaho,2018,907,310369,907
248549,Other,3,Other,Alabama,2019,3343,248549,3343
230049,Other,1,Other,Virginia,2019,5523,230049,5523
360718,Other,4,Other,California,2020,34070,360718,34070
529166,Fraud,3,Fraud,Massachusetts,2019,7301,529166,7301
529166,Fraud,3,Fraud,Delaware,2019,1764,529166,1764
360718,Other,4,Other,Pennsylvania,2020,15606,360718,15606
403773,Fraud,4,Fraud,Kansas,2019,2753,403773,2753
529166,Fraud,3,Fraud,Nevada,2019,5970,529166,5970
360718,Other,4,Other,Delaware,2020,1285,360718,1285
305963,Other,2,Other,Louisiana,2020,4044,305963,4044
380279,Fraud,2,Fraud,Florida,2018,22166,380279,22166
383241,Fraud,4,Fraud,Nevada,2018,3350,383241,3350
492886,Fraud,1,Fraud,Illinois,2022,14138,492886,14138
236641,Other,4,Other,Nebraska,2019,751,236641,751
248549,Other,3,Other,Nebraska,2019,738,248549,738
403773,Fraud,4,Fraud,Maine,2019,1142,403773,1142
831544,Fraud,1,Fraud,North Carolina,2021,19453,831544,19453
413841,Other,1,Other,Louisiana,2021,6573,413841,6573
573651,Fraud,4,Fraud,Indiana,2021,7601,573651,7601
406911,Other,2,Other,Oregon,2021,2646,406911,2646
336868,Other,4,Other,Mississippi,2021,2760,336868,2760
831544,Fraud,1,Fraud,Massachusetts,2021,13910,831544,13910
729337,Fraud,3,Fraud,Wisconsin,2021,8518,729337,8518
624173,Fraud,4,Fraud,Pennsylvania,2020,20047,624173,20047
0,IDT,1,Identity Theft,Delaware,2022,0,0,0
529166,Fraud,3,Fraud,Connecticut,2019,4113,529166,4113
380279,Fraud,2,Fraud,Idaho,2018,1681,380279,1681
336868,Other,4,Other,New Jersey,2021,9966,336868,9966
406911,Other,2,Other,North Dakota,2021,369,406911,369
399061,Fraud,3,Fraud,South Dakota,2018,537,399061,537
336868,Other,4,Other,Arizona,2021,5282,336868,5282
360718,Other,4,Other,Oklahoma,2020,2156,360718,2156
383241,Fraud,4,Fraud,New Hampshire,2018,1325,383241,1325
360718,Other,4,Other,Indiana,2020,4989,360718,4989
336868,Other,4,Other,Florida,2021,31567,336868,31567
380279,Fraud,2,Fraud,Ohio,2018,9892,380279,9892
320281,Other,1,Other,South Dakota,2018,239,320281,239
0,IDT,1,Identity Theft,Georgia,2022,0,0,0
535536,Fraud,2,Fraud,Texas,2019,32286,535536,32286
415398,Other,3,Other,North Carolina,2021,12595,415398,12595
529166,Fraud,3,Fraud,Georgia,2019,13320,529166,13320
248549,Other,3,Other,Mississippi,2019,1680,248549,1680
383241,Fraud,4,Fraud,Delaware,2018,1160,383241,1160
399061,Fraud,3,Fraud,Kansas,2018,2818,399061,2818
0,IDT,2,Identity Theft,North Dakota,2021,0,0,0
413575,Fraud,1,Fraud,Ohio,2019,11788,413575,11788
413575,Fraud,1,Fraud,Michigan,2019,9582,413575,9582
624173,Fraud,4,Fraud,Texas,2020,39198,624173,39198
535536,Fraud,2,Fraud,Indiana,2019,7459,535536,7459
624173,Fraud,4,Fraud,Illinois,2020,18920,624173,18920
360304,Fraud,1,Fraud,Wyoming,2018,528,360304,528
380279,Fraud,2,Fraud,Connecticut,2018,3193,380279,3193
729718,Fraud,2,Fraud,Indiana,2021,10626,729718,10626
322678,Other,2,Other,Pennsylvania,2018,10195,322678,10195
253567,Other,2,Other,Arkansas,2019,1482,253567,1482
360718,Other,4,Other,Rhode Island,2020,951,360718,951
624173,Fraud,4,Fraud,Nebraska,2020,2547,624173,2547
248549,Other,3,Other,Colorado,2019,3793,248549,3793
336868,Other,4,Other,Illinois,2021,11593,336868,11593
535536,Fraud,2,Fraud,California,2019,57804,535536,57804
0,IDT,4,Identity Theft,Virginia,2021,0,0,0
263547,Other,1,Other,Puerto Rico,2020,426,263547,426
831544,Fraud,1,Fraud,New Hampshire,2021,3095,831544,3095
236641,Other,4,Other,North Dakota,2019,204,236641,204
383241,Fraud,4,Fraud,Oregon,2018,4336,383241,4336
253567,Other,2,Other,Connecticut,2019,2162,253567,2162
403773,Fraud,4,Fraud,Wyoming,2019,494,403773,494
399061,Fraud,3,Fraud,Wisconsin,2018,4937,399061,4937
230049,Other,1,Other,Nevada,2019,2436,230049,2436
320281,Other,1,Other,Kansas,2018,1579,320281,1579
383241,Fraud,4,Fraud,Idaho,2018,1568,383241,1568
413841,Other,1,Other,Mississippi,2021,3085,413841,3085
492886,Fraud,1,Fraud,Nevada,2022,4711,492886,4711
399061,Fraud,3,Fraud,South Carolina,2018,4639,399061,4639
413841,Other,1,Other,North Carolina,2021,11377,413841,11377
415398,Other,3,Other,Illinois,2021,15098,415398,15098
415398,Other,3,Other,Vermont,2021,304,415398,304
403773,Fraud,4,Fraud,Pennsylvania,2019,12586,403773,12586
648197,Fraud,3,Fraud,New Hampshire,2020,2027,648197,2027
250155,Other,4,Other,Washington,2018,3700,250155,3700
529166,Fraud,3,Fraud,Florida,2019,31721,529166,31721
328392,Other,1,Other,Nevada,2022,3907,328392,3907
310369,Other,3,Other,Massachusetts,2018,3807,310369,3807
336868,Other,4,Other,Hawaii,2021,601,336868,601
406911,Other,2,Other,Pennsylvania,2021,17466,406911,17466
729718,Fraud,2,Fraud,Idaho,2021,2861,729718,2861
320281,Other,1,Other,Colorado,2018,4626,320281,4626
253567,Other,2,Other,West Virginia,2019,741,253567,741
0,IDT,4,Identity Theft,South Carolina,2018,0,0,0
624173,Fraud,4,Fraud,Michigan,2020,14399,624173,14399
248549,Other,3,Other,West Virginia,2019,820,248549,820
535536,Fraud,2,Fraud,South Dakota,2019,697,535536,697
336868,Other,4,Other,Connecticut,2021,2532,336868,2532
573651,Fraud,4,Fraud,Virginia,2021,12136,573651,12136
624173,Fraud,4,Fraud,Tennessee,2020,10406,624173,10406
250155,Other,4,Other,Hawaii,2018,569,250155,569
413841,Other,1,Other,New Jersey,2021,12054,413841,12054
406911,Other,2,Other,Puerto Rico,2021,1730,406911,1730
322678,Other,2,Other,Massachusetts,2018,4097,322678,4097
399061,Fraud,3,Fraud,Virginia,2018,9020,399061,9020
492886,Fraud,1,Fraud,Rhode Island,2022,1229,492886,1229
413841,Other,1,Other,Alaska,2021,532,413841,532
624173,Fraud,4,Fraud,Delaware,2020,1738,624173,1738
403773,Fraud,4,Fraud,South Carolina,2019,5030,403773,5030
380279,Fraud,2,Fraud,Arkansas,2018,2272,380279,2272
535536,Fraud,2,Fraud,Michigan,2019,11650,535536,11650
383241,Fraud,4,Fraud,District of Columbia,2018,1095,383241,1095
403773,Fraud,4,Fraud,Indiana,2019,5946,403773,5946
336713,Other,3,Other,North Dakota,2020,276,336713,276
492886,Fraud,1,Fraud,North Carolina,2022,11715,492886,11715
236641,Other,4,Other,Texas,2019,19430,236641,19430
600629,Fraud,2,Fraud,Missouri,2020,8446,600629,8446
0,IDT,2,Identity Theft,Texas,2018,0,0,0
305963,Other,2,Other,North Dakota,2020,203,305963,203
403773,Fraud,4,Fraud,Michigan,2019,9479,403773,9479
336713,Other,3,Other,Georgia,2020,16273,336713,16273
415398,Other,3,Other,Maine,2021,685,415398,685
729337,Fraud,3,Fraud,Illinois,2021,21135,729337,21135
492886,Fraud,1,Fraud,Oklahoma,2022,3771,492886,3771
263547,Other,1,Other,Oregon,2020,2135,263547,2135
729337,Fraud,3,Fraud,North Dakota,2021,778,729337,778
413841,Other,1,Other,Maryland,2021,11051,413841,11051
529166,Fraud,3,Fraud,Iowa,2019,3464,529166,3464
415398,Other,3,Other,New Hampshire,2021,809,415398,809
600629,Fraud,2,Fraud,Wisconsin,2020,7606,600629,7606
336868,Other,4,Other,North Carolina,2021,9777,336868,9777
336713,Other,3,Other,Arizona,2020,6656,336713,6656
305963,Other,2,Other,Idaho,2020,802,305963,802
380279,Fraud,2,Fraud,Maine,2018,1066,380279,1066
415398,Other,3,Other,Idaho,2021,916,415398,916
263547,Other,1,Other,West Virginia,2020,910,263547,910
415398,Other,3,Other,Louisiana,2021,9456,415398,9456
406911,Other,2,Other,Texas,2021,40996,406911,40996
360718,Other,4,Other,Minnesota,2020,3368,360718,3368
250155,Other,4,Other,Arkansas,2018,1750,250155,1750
600629,Fraud,2,Fraud,Puerto Rico,2020,1134,600629,1134
624173,Fraud,4,Fraud,Florida,2020,37340,624173,37340
529166,Fraud,3,Fraud,Idaho,2019,2202,529166,2202
305963,Other,2,Other,Maine,2020,737,305963,737
0,IDT,1,Identity Theft,Florida,2022,0,0,0
435820,Fraud,1,Fraud,New York,2020,19878,435820,19878
