State Name,Fraud,Quarter,Report Type,Year,Fixed Overall Qtr Losses,Fixed State Qtr Losses,Overall Total Losses by Type Qtr,Total Losses
Maryland,Other,2,Other,2021,193273318.52,3132189.57,193273318.52,3132189.57
Idaho,Other,3,Other,2019,282964798.270002,443705.87,282964798.270002,443705.87
Washington,Other,1,Other,2021,279256627.530002,5605146.32,279256627.530002,5605146.32
Michigan,Fraud,3,Fraud,2018,434213799.69002,5326809.04000002,434213799.69002,5326809.04000002
Mississippi,Other,1,Other,2020,273618221.910002,2179042.35,273618221.910002,2179042.35
Hawaii,Fraud,2,Fraud,2020,819552937.990118,3534578.26000001,819552937.990118,3534578.26000001
Arizona,Other,1,Other,2018,122608613.55,3053581.79,122608613.55,3053581.79
Louisiana,Other,1,Other,2018,122608613.55,662954.67,122608613.55,662954.67
Michigan,Fraud,3,Fraud,2018,434213799.69002,5326809.04000002,434213799.69002,5326809.04000002
Kansas,Fraud,2,Fraud,2021,1363092689.48017,3084266.75,1363092689.48017,3084266.75
Georgia,Other,1,Other,2018,122608613.55,1894537.8,122608613.55,1894537.8
Arizona,Other,3,Other,2019,282964798.270002,4831928.50000001,282964798.270002,4831928.50000001
Vermont,Fraud,2,Fraud,2020,819552937.990118,1004770.8,819552937.990118,1004770.8
Maryland,Fraud,2,Fraud,2021,1363092689.48017,19233958.02,1363092689.48017,19233958.02
West Virginia,Fraud,2,Fraud,2020,819552937.990118,2562515.09,819552937.990118,2562515.09
North Dakota,Fraud,3,Fraud,2021,1605525076.80025,2896736.09,1605525076.80025,2896736.09
Wyoming,Other,1,Other,2019,196919122.739999,1038580.32,196919122.739999,1038580.32
Mississippi,Other,4,Other,2019,295265401.890004,1429307.17,295265401.890004,1429307.17
Washington,Other,2,Other,2021,193273318.52,2803539.02,193273318.52,2803539.02
Massachusetts,Other,4,Other,2021,198243503.149999,1484586.22,198243503.149999,1484586.22
Florida,Fraud,1,Fraud,2022,1691830157.70014,102069826.67,1691830157.70014,102069826.67
Florida,Other,3,Other,2018,229059946.16,15441352.81,229059946.16,15441352.81
Colorado,Other,4,Other,2019,295265401.890004,5300888.6,295265401.890004,5300888.6
New Mexico,Fraud,4,Fraud,2020,1003279528.43026,7237508.52000002,1003279528.43026,7237508.52000002
Idaho,Other,4,Other,2018,198059364.600001,381777.31,198059364.600001,381777.31
Massachusetts,Fraud,4,Fraud,2018,397093881.427538,4328225.23000003,397093881.427538,4328225.23000003
Indiana,Other,4,Other,2020,330804770.270009,3525172.08,330804770.270009,3525172.08
New Jersey,Fraud,3,Fraud,2018,434213799.69002,9556808.29000003,434213799.69002,9556808.29000003
Georgia,Fraud,2,Fraud,2018,436359324.65002,8601908.33000004,436359324.65002,8601908.33000004
Alabama,Fraud,3,Fraud,2021,1605525076.80025,13734822.29,1605525076.80025,13734822.29
New Hampshire,Other,1,Other,2018,122608613.55,824914.97,122608613.55,824914.97
Colorado,Fraud,1,Fraud,2020,731467189.080063,12114965.39,731467189.080063,12114965.39
Hawaii,Fraud,2,Fraud,2021,1363092689.48017,4020240.5,1363092689.48017,4020240.5
New Hampshire,Fraud,1,Fraud,2022,1691830157.70014,5534708.21,1691830157.70014,5534708.21
Oregon,Other,1,Other,2022,211915621.62,1287824.68,211915621.62,1287824.68
Alaska,Fraud,4,Fraud,2018,397093881.427538,910366.37,397093881.427538,910366.37
Texas,Fraud,1,Fraud,2019,508677995.648923,33688811.1499997,508677995.648923,33688811.1499997
Maine,IDT,4,Identity Theft,2020,0,0,0,0
Utah,Fraud,3,Fraud,2019,665445943.337642,4150696.82,665445943.337642,4150696.82
Indiana,Other,3,Other,2020,332376597.910007,5743945.43000001,332376597.910007,5743945.43000001
Oklahoma,Fraud,2,Fraud,2019,602374374.655126,4298248.83,602374374.655126,4298248.83
South Dakota,Fraud,3,Fraud,2019,665445943.337642,805218.75,665445943.337642,805218.75
Florida,Fraud,2,Fraud,2018,436359324.65002,26424161.3699998,436359324.65002,26424161.3699998
Hawaii,Fraud,3,Fraud,2019,665445943.337642,1964244.94,665445943.337642,1964244.94
Washington,Fraud,3,Fraud,2019,665445943.337642,13650894.89,665445943.337642,13650894.89
District of Columbia,Fraud,4,Fraud,2018,397093881.427538,481754.69,397093881.427538,481754.69
Texas,Other,4,Other,2020,330804770.270009,22522710.7199999,330804770.270009,22522710.7199999
Virginia,Other,2,Other,2021,193273318.52,4446866.47,193273318.52,4446866.47
Colorado,Other,4,Other,2021,198243503.149999,2714894.93,198243503.149999,2714894.93
New Jersey,Other,2,Other,2020,280093545.500005,7450152.00000001,280093545.500005,7450152.00000001
New Hampshire,Fraud,4,Fraud,2021,1831379366.41022,4297857.00000001,1831379366.41022,4297857.00000001
Arkansas,Other,4,Other,2021,198243503.149999,372693.75,198243503.149999,372693.75
Louisiana,Fraud,2,Fraud,2021,1363092689.48017,7132731.07000002,1363092689.48017,7132731.07000002
South Carolina,Other,2,Other,2019,195488970.690001,1847699.16,195488970.690001,1847699.16
Georgia,Other,1,Other,2018,122608613.55,1894537.8,122608613.55,1894537.8
North Dakota,Fraud,2,Fraud,2018,436359324.65002,858250.97,436359324.65002,858250.97
Missouri,Fraud,1,Fraud,2018,348224707.170025,3747110.04000001,348224707.170025,3747110.04000001
Puerto Rico,Fraud,2,Fraud,2020,819552937.990118,1553723.83,819552937.990118,1553723.83
Mississippi,Fraud,1,Fraud,2020,731467189.080063,2333705.55,731467189.080063,2333705.55
Tennessee,Other,1,Other,2022,211915621.62,3509023.59,211915621.62,3509023.59
Missouri,Other,3,Other,2020,332376597.910007,3981004.44,332376597.910007,3981004.44
Tennessee,Other,2,Other,2019,195488970.690001,3010425.62,195488970.690001,3010425.62
Pennsylvania,Fraud,1,Fraud,2022,1691830157.70014,32805316.7799999,1691830157.70014,32805316.7799999
New Hampshire,Fraud,2,Fraud,2019,602374374.655126,1045879.69,602374374.655126,1045879.69
Florida,Other,1,Other,2019,196919122.739999,13597779.04,196919122.739999,13597779.04
Alaska,Other,2,Other,2019,195488970.690001,375732.93,195488970.690001,375732.93
Iowa,Fraud,4,Fraud,2019,665563062.760347,3471578.70000001,665563062.760347,3471578.70000001
Louisiana,Other,3,Other,2021,196990073.340001,1200665.43,196990073.340001,1200665.43
Texas,Other,1,Other,2021,279256627.530002,18138647.02,279256627.530002,18138647.02
South Carolina,Fraud,3,Fraud,2020,890919586.840231,9528106.03000006,890919586.840231,9528106.03000006
Illinois,Other,4,Other,2019,295265401.890004,6169779.87000002,295265401.890004,6169779.87000002
Tennessee,Fraud,3,Fraud,2020,890919586.840231,11910617.9600001,890919586.840231,11910617.9600001
Connecticut,Other,1,Other,2022,211915621.62,10420016.6,211915621.62,10420016.6
Rhode Island,Other,4,Other,2021,198243503.149999,114427.64,198243503.149999,114427.64
Vermont,Fraud,3,Fraud,2021,1605525076.80025,4691398.81,1605525076.80025,4691398.81
Oklahoma,Other,2,Other,2018,193419326.630001,875692.79,193419326.630001,875692.79
Connecticut,Fraud,1,Fraud,2021,1299670971.24025,8420557.38000002,1299670971.24025,8420557.38000002
Pennsylvania,Other,2,Other,2021,193273318.52,6358963.47,193273318.52,6358963.47
Kentucky,Fraud,3,Fraud,2020,890919586.840231,3130960.77000001,890919586.840231,3130960.77000001
Colorado,Other,1,Other,2018,122608613.55,1945069.88,122608613.55,1945069.88
Kentucky,Fraud,4,Fraud,2019,665563062.760347,3220681.34,665563062.760347,3220681.34
Ohio,Fraud,2,Fraud,2018,436359324.65002,7782952.77000005,436359324.65002,7782952.77000005
Puerto Rico,Other,3,Other,2019,282964798.270002,192702.89,282964798.270002,192702.89
Iowa,Fraud,3,Fraud,2018,434213799.69002,3238198.95,434213799.69002,3238198.95
Vermont,Fraud,4,Fraud,2018,397093881.427538,1054515.02,397093881.427538,1054515.02
Connecticut,Other,1,Other,2022,211915621.62,10420016.6,211915621.62,10420016.6
New Mexico,Fraud,1,Fraud,2022,1691830157.70014,6691867.53,1691830157.70014,6691867.53
Wisconsin,Fraud,1,Fraud,2018,348224707.170025,3449339.15000001,348224707.170025,3449339.15000001
Missouri,Fraud,1,Fraud,2021,1299670971.24025,14393147.0000001,1299670971.24025,14393147.0000001
Colorado,Other,2,Other,2020,280093545.500005,6277046.24,280093545.500005,6277046.24
Ohio,Fraud,3,Fraud,2021,1605525076.80025,20262908.3999999,1605525076.80025,20262908.3999999
Iowa,Fraud,3,Fraud,2018,434213799.69002,3238198.95,434213799.69002,3238198.95
North Dakota,Fraud,4,Fraud,2021,1831379366.41022,2213010.86,1831379366.41022,2213010.86
North Dakota,Fraud,1,Fraud,2021,1299670971.24025,2555329.81,1299670971.24025,2555329.81
South Carolina,Fraud,1,Fraud,2020,731467189.080063,8443138.56000003,731467189.080063,8443138.56000003
Ohio,Other,2,Other,2019,195488970.690001,4806782.65,195488970.690001,4806782.65
New Jersey,Other,2,Other,2019,195488970.690001,4328537.05,195488970.690001,4328537.05
Michigan,Fraud,4,Fraud,2020,1003279528.43026,14275317.3000001,1003279528.43026,14275317.3000001
Oregon,Fraud,3,Fraud,2021,1605525076.80025,19239042.93,1605525076.80025,19239042.93
Alabama,Other,1,Other,2019,196919122.739999,1526160.19,196919122.739999,1526160.19
Nebraska,Fraud,1,Fraud,2021,1299670971.24025,3806411.39,1299670971.24025,3806411.39
Virginia,Other,4,Other,2018,198059364.600001,5085958.60000001,198059364.600001,5085958.60000001
Kansas,Other,1,Other,2022,211915621.62,612110.24,211915621.62,612110.24
Colorado,Fraud,1,Fraud,2019,508677995.648923,11642799.04,508677995.648923,11642799.04
Idaho,Other,4,Other,2018,198059364.600001,381777.31,198059364.600001,381777.31
South Carolina,Fraud,1,Fraud,2018,348224707.170025,2602283.31000001,348224707.170025,2602283.31000001
Illinois,Other,1,Other,2022,211915621.62,5022236.85,211915621.62,5022236.85
Connecticut,Other,2,Other,2020,280093545.500005,3345741.19,280093545.500005,3345741.19
Minnesota,Fraud,2,Fraud,2019,602374374.655126,7982600.02000002,602374374.655126,7982600.02000002
New Mexico,Other,4,Other,2018,198059364.600001,1815127.21,198059364.600001,1815127.21
Florida,Fraud,1,Fraud,2020,731467189.080063,45507086.2999998,731467189.080063,45507086.2999998
Louisiana,Fraud,2,Fraud,2018,436359324.65002,20130510.1799999,436359324.65002,20130510.1799999
Texas,Other,4,Other,2018,198059364.600001,23729536.64,198059364.600001,23729536.64
Oklahoma,Other,2,Other,2019,195488970.690001,1048488.81,195488970.690001,1048488.81
Minnesota,Other,1,Other,2018,122608613.55,677170.83,122608613.55,677170.83
Iowa,Fraud,2,Fraud,2020,819552937.990118,5252465.54000001,819552937.990118,5252465.54000001
Idaho,Fraud,3,Fraud,2020,890919586.840231,3150782.44,890919586.840231,3150782.44
Maine,Other,4,Other,2020,330804770.270009,390797.14,330804770.270009,390797.14
New York,Fraud,3,Fraud,2020,890919586.840231,44179941.9299994,890919586.840231,44179941.9299994
Idaho,Other,1,Other,2020,273618221.910002,735242.22,273618221.910002,735242.22
South Carolina,Other,1,Other,2022,211915621.62,1946365.59,211915621.62,1946365.59
District of Columbia,Fraud,4,Fraud,2019,665563062.760347,1570959.56,665563062.760347,1570959.56
Michigan,Fraud,1,Fraud,2018,348224707.170025,5107862.33000003,348224707.170025,5107862.33000003
North Carolina,Other,1,Other,2018,122608613.55,1978635.98,122608613.55,1978635.98
Maryland,Fraud,4,Fraud,2021,1831379366.41022,26660057.06,1831379366.41022,26660057.06
Alabama,Other,2,Other,2018,193419326.630001,1181231.2,193419326.630001,1181231.2
New York,Other,4,Other,2018,198059364.600001,10761021.33,198059364.600001,10761021.33
Arizona,Fraud,1,Fraud,2018,348224707.170025,6416546.74000002,348224707.170025,6416546.74000002
Virginia,Fraud,3,Fraud,2019,665445943.337642,11889498.56,665445943.337642,11889498.56
North Carolina,Fraud,3,Fraud,2019,665445943.337642,11081202.68,665445943.337642,11081202.68
Tennessee,Fraud,1,Fraud,2021,1299670971.24025,16743444.0000001,1299670971.24025,16743444.0000001
Massachusetts,Other,3,Other,2020,332376597.910007,5121938.77000001,332376597.910007,5121938.77000001
Massachusetts,Other,4,Other,2018,198059364.600001,2758230.58,198059364.600001,2758230.58
Wisconsin,Other,2,Other,2019,195488970.690001,2179893.17,195488970.690001,2179893.17
Nebraska,Fraud,1,Fraud,2019,508677995.648923,1575701.69,508677995.648923,1575701.69
North Dakota,Fraud,4,Fraud,2021,1831379366.41022,2213010.86,1831379366.41022,2213010.86
North Carolina,Fraud,1,Fraud,2018,348224707.170025,7273698.68000005,348224707.170025,7273698.68000005
Wisconsin,Fraud,3,Fraud,2020,890919586.840231,8577937.86000009,890919586.840231,8577937.86000009
Arizona,Other,4,Other,2020,330804770.270009,7468062.05000001,330804770.270009,7468062.05000001
New Hampshire,Other,1,Other,2019,196919122.739999,437231.22,196919122.739999,437231.22
Nebraska,Fraud,4,Fraud,2018,397093881.427538,1066274.93,397093881.427538,1066274.93
North Dakota,Fraud,3,Fraud,2018,434213799.69002,649923.73,434213799.69002,649923.73
District of Columbia,Other,4,Other,2021,198243503.149999,143930.46,198243503.149999,143930.46
Massachusetts,Other,4,Other,2021,198243503.149999,1484586.22,198243503.149999,1484586.22
Oregon,Fraud,4,Fraud,2021,1831379366.41022,19974161.89,1831379366.41022,19974161.89
Tennessee,Other,1,Other,2020,273618221.910002,3773960.34,273618221.910002,3773960.34
Indiana,Fraud,2,Fraud,2018,436359324.65002,4143299.76000001,436359324.65002,4143299.76000001
Maryland,Fraud,3,Fraud,2020,890919586.840231,17761736.8100001,890919586.840231,17761736.8100001
Massachusetts,Fraud,4,Fraud,2020,1003279528.43026,10516015.18,1003279528.43026,10516015.18
Idaho,Fraud,4,Fraud,2018,397093881.427538,1504544.62,397093881.427538,1504544.62
West Virginia,Fraud,4,Fraud,2021,1831379366.41022,2735203.34,1831379366.41022,2735203.34
California,Fraud,4,Fraud,2018,397093881.427538,43330108.17,397093881.427538,43330108.17
Georgia,Fraud,4,Fraud,2018,397093881.427538,6542998.54000005,397093881.427538,6542998.54000005
Texas,Fraud,3,Fraud,2018,434213799.69002,31219629.3499998,434213799.69002,31219629.3499998
Michigan,Other,4,Other,2018,198059364.600001,2687235.91,198059364.600001,2687235.91
Illinois,Fraud,2,Fraud,2020,819552937.990118,25105379.27,819552937.990118,25105379.27
Maine,Other,1,Other,2021,279256627.530002,883481.01,279256627.530002,883481.01
Wyoming,Other,1,Other,2022,211915621.62,223751.79,211915621.62,223751.79
Delaware,Fraud,4,Fraud,2018,397093881.427538,1109270.52,397093881.427538,1109270.52
Massachusetts,Fraud,3,Fraud,2021,1605525076.80025,21025509.96,1605525076.80025,21025509.96
Colorado,Fraud,4,Fraud,2019,665563062.760347,10315234.3,665563062.760347,10315234.3
Alabama,Fraud,2,Fraud,2021,1363092689.48017,12580745.68,1363092689.48017,12580745.68
Illinois,Fraud,3,Fraud,2019,665445943.337642,13662550.4400001,665445943.337642,13662550.4400001
California,Fraud,2,Fraud,2020,819552937.990118,103176071.85,819552937.990118,103176071.85
Missouri,Fraud,1,Fraud,2022,1691830157.70014,15349047.75,1691830157.70014,15349047.75
Arkansas,Fraud,2,Fraud,2021,1363092689.48017,4974994.90000001,1363092689.48017,4974994.90000001
Texas,Fraud,1,Fraud,2022,1691830157.70014,97792336.8699999,1691830157.70014,97792336.8699999
Oregon,Other,3,Other,2019,282964798.270002,1353188.62,282964798.270002,1353188.62
Alabama,Fraud,1,Fraud,2018,348224707.170025,1926297.8,348224707.170025,1926297.8
Wisconsin,Fraud,2,Fraud,2019,602374374.655126,5340576.35000001,602374374.655126,5340576.35000001
Florida,Fraud,4,Fraud,2019,665563062.760347,44372382.2199996,665563062.760347,44372382.2199996
Oregon,Fraud,3,Fraud,2021,1605525076.80025,19239042.93,1605525076.80025,19239042.93
Indiana,Fraud,2,Fraud,2018,436359324.65002,4143299.76000001,436359324.65002,4143299.76000001
Illinois,Fraud,4,Fraud,2019,665563062.760347,16251342.8000001,665563062.760347,16251342.8000001
Alaska,Fraud,1,Fraud,2022,1691830157.70014,5507574.1,1691830157.70014,5507574.1
New Hampshire,Fraud,2,Fraud,2020,819552937.990118,2064256.25,819552937.990118,2064256.25
Oregon,Other,2,Other,2018,193419326.630001,1778290.65,193419326.630001,1778290.65
Massachusetts,Other,2,Other,2019,195488970.690001,2414186.32,195488970.690001,2414186.32
West Virginia,Fraud,1,Fraud,2022,1691830157.70014,2440405.18,1691830157.70014,2440405.18
Georgia,Fraud,4,Fraud,2018,397093881.427538,6542998.54000005,397093881.427538,6542998.54000005
New York,Other,4,Other,2018,198059364.600001,10761021.33,198059364.600001,10761021.33
Hawaii,Fraud,3,Fraud,2021,1605525076.80025,7489385.88000001,1605525076.80025,7489385.88000001
Iowa,Other,3,Other,2021,196990073.340001,994539.39,196990073.340001,994539.39
Georgia,Fraud,3,Fraud,2019,665445943.337642,12774236.91,665445943.337642,12774236.91
Massachusetts,Fraud,3,Fraud,2021,1605525076.80025,21025509.96,1605525076.80025,21025509.96
Tennessee,Other,1,Other,2020,273618221.910002,3773960.34,273618221.910002,3773960.34
South Carolina,Other,4,Other,2018,198059364.600001,1864790.5,198059364.600001,1864790.5
Minnesota,Other,1,Other,2020,273618221.910002,5121033.70000001,273618221.910002,5121033.70000001
Vermont,IDT,3,Identity Theft,2021,0,0,0,0
Indiana,Fraud,1,Fraud,2019,508677995.648923,5778146.60000002,508677995.648923,5778146.60000002
Idaho,Fraud,2,Fraud,2018,436359324.65002,1117435.62,436359324.65002,1117435.62
Maryland,Fraud,1,Fraud,2021,1299670971.24025,21627407.81,1299670971.24025,21627407.81
District of Columbia,Other,1,Other,2019,196919122.739999,1052426.07,196919122.739999,1052426.07
New Jersey,Other,1,Other,2022,211915621.62,3886173.74,211915621.62,3886173.74
Massachusetts,Other,3,Other,2021,196990073.340001,1793514.49,196990073.340001,1793514.49
Hawaii,Fraud,1,Fraud,2020,731467189.080063,4076668.16,731467189.080063,4076668.16
Pennsylvania,Other,1,Other,2020,273618221.910002,5895590.46000001,273618221.910002,5895590.46000001
California,Fraud,4,Fraud,2020,1003279528.43026,121246116.049999,1003279528.43026,121246116.049999
Virginia,Other,3,Other,2020,332376597.910007,8694581.50000001,332376597.910007,8694581.50000001
Connecticut,Fraud,1,Fraud,2022,1691830157.70014,10643585.6,1691830157.70014,10643585.6
Oregon,Other,3,Other,2021,196990073.340001,1529719.41,196990073.340001,1529719.41
Michigan,Fraud,2,Fraud,2020,819552937.990118,15490172.0700001,819552937.990118,15490172.0700001
Pennsylvania,Fraud,4,Fraud,2021,1831379366.41022,31579646.5099999,1831379366.41022,31579646.5099999
Idaho,Fraud,2,Fraud,2021,1363092689.48017,2838028.76,1363092689.48017,2838028.76
Idaho,IDT,3,Identity Theft,2021,0,0,0,0
Minnesota,Other,3,Other,2021,196990073.340001,1745945.29,196990073.340001,1745945.29
Utah,Other,4,Other,2019,295265401.890004,2897748.46,295265401.890004,2897748.46
Idaho,Fraud,1,Fraud,2018,348224707.170025,1141773.91,348224707.170025,1141773.91
Alaska,Other,2,Other,2021,193273318.52,321654.63,193273318.52,321654.63
Massachusetts,Other,3,Other,2020,332376597.910007,5121938.77000001,332376597.910007,5121938.77000001
Alabama,Other,4,Other,2020,330804770.270009,2643001.89,330804770.270009,2643001.89
Oregon,Other,2,Other,2018,193419326.630001,1778290.65,193419326.630001,1778290.65
Kentucky,Fraud,3,Fraud,2020,890919586.840231,3130960.77000001,890919586.840231,3130960.77000001
Louisiana,Fraud,2,Fraud,2018,436359324.65002,20130510.1799999,436359324.65002,20130510.1799999
North Dakota,Fraud,1,Fraud,2022,1691830157.70014,1246832.64,1691830157.70014,1246832.64
Mississippi,Fraud,1,Fraud,2021,1299670971.24025,4357911.79,1299670971.24025,4357911.79
West Virginia,Fraud,1,Fraud,2021,1299670971.24025,2360709.9,1299670971.24025,2360709.9
New Mexico,Other,3,Other,2018,229059946.16,747626.4,229059946.16,747626.4
West Virginia,Fraud,2,Fraud,2021,1363092689.48017,2425498.9,1363092689.48017,2425498.9
Pennsylvania,Fraud,4,Fraud,2021,1831379366.41022,31579646.5099999,1831379366.41022,31579646.5099999
Florida,Other,4,Other,2021,198243503.149999,28067916.71,198243503.149999,28067916.71
Kentucky,Fraud,3,Fraud,2021,1605525076.80025,7595825.05000002,1605525076.80025,7595825.05000002
Utah,Fraud,1,Fraud,2022,1691830157.70014,13375026.72,1691830157.70014,13375026.72
Tennessee,Other,1,Other,2022,211915621.62,3509023.59,211915621.62,3509023.59
South Carolina,Other,3,Other,2019,282964798.270002,2923562.53,282964798.270002,2923562.53
Oklahoma,Fraud,3,Fraud,2019,665445943.337642,5396253.66,665445943.337642,5396253.66
Iowa,Other,1,Other,2019,196919122.739999,467166.69,196919122.739999,467166.69
Massachusetts,Fraud,4,Fraud,2020,1003279528.43026,10516015.18,1003279528.43026,10516015.18
Florida,Fraud,2,Fraud,2019,602374374.655126,34214005.7399999,602374374.655126,34214005.7399999
Wisconsin,Other,2,Other,2018,193419326.630001,1506327.93,193419326.630001,1506327.93
Alaska,Other,3,Other,2020,332376597.910007,195501.3,332376597.910007,195501.3
Massachusetts,Other,4,Other,2019,295265401.890004,4384412.84,295265401.890004,4384412.84
Washington,Other,1,Other,2020,273618221.910002,4163860.1,273618221.910002,4163860.1
Colorado,Other,3,Other,2021,196990073.340001,2187795.88,196990073.340001,2187795.88
South Dakota,Fraud,1,Fraud,2019,508677995.648923,537424.95,508677995.648923,537424.95
Montana,Other,4,Other,2019,295265401.890004,1040958.29,295265401.890004,1040958.29
Louisiana,Other,2,Other,2019,195488970.690001,1145999.19,195488970.690001,1145999.19
Alabama,Fraud,4,Fraud,2020,1003279528.43026,7537036.58000003,1003279528.43026,7537036.58000003
Arizona,Fraud,1,Fraud,2022,1691830157.70014,30556098.55,1691830157.70014,30556098.55
North Dakota,Fraud,1,Fraud,2018,348224707.170025,497587.08,348224707.170025,497587.08
Pennsylvania,Fraud,3,Fraud,2021,1605525076.80025,33393609.6199998,1605525076.80025,33393609.6199998
Oklahoma,Fraud,2,Fraud,2019,602374374.655126,4298248.83,602374374.655126,4298248.83
Connecticut,Other,1,Other,2020,273618221.910002,2807834.95,273618221.910002,2807834.95
Ohio,Fraud,4,Fraud,2019,665563062.760347,9861361.95000007,665563062.760347,9861361.95000007
New Mexico,Fraud,3,Fraud,2019,665445943.337642,2591886.62,665445943.337642,2591886.62
District of Columbia,Fraud,1,Fraud,2021,1299670971.24025,1410875.93,1299670971.24025,1410875.93
Texas,Other,3,Other,2021,196990073.340001,10242596.69,196990073.340001,10242596.69
Connecticut,Fraud,4,Fraud,2018,397093881.427538,2340834.06000001,397093881.427538,2340834.06000001
Rhode Island,Other,3,Other,2018,229059946.16,250011.58,229059946.16,250011.58
New Jersey,Other,4,Other,2021,198243503.149999,2984781.99,198243503.149999,2984781.99
Connecticut,Fraud,4,Fraud,2020,1003279528.43026,5837630.16000001,1003279528.43026,5837630.16000001
Alabama,Fraud,3,Fraud,2021,1605525076.80025,13734822.29,1605525076.80025,13734822.29
Missouri,Fraud,3,Fraud,2019,665445943.337642,6634651.06000003,665445943.337642,6634651.06000003
Virginia,Fraud,4,Fraud,2020,1003279528.43026,20273692.73,1003279528.43026,20273692.73
Pennsylvania,Fraud,3,Fraud,2019,665445943.337642,15604305.4600001,665445943.337642,15604305.4600001
Maine,Other,4,Other,2018,198059364.600001,820424.44,198059364.600001,820424.44
Minnesota,Fraud,4,Fraud,2021,1831379366.41022,17127118.83,1831379366.41022,17127118.83
Maryland,Fraud,2,Fraud,2020,819552937.990118,13421020.0300001,819552937.990118,13421020.0300001
Montana,IDT,4,Identity Theft,2018,0,0,0,0
Iowa,Fraud,4,Fraud,2021,1831379366.41022,7881270.50000001,1831379366.41022,7881270.50000001
Florida,Fraud,1,Fraud,2021,1299670971.24025,81018622.1799998,1299670971.24025,81018622.1799998
Colorado,Fraud,1,Fraud,2019,508677995.648923,11642799.04,508677995.648923,11642799.04
Idaho,Fraud,4,Fraud,2021,1831379366.41022,5732661.28,1831379366.41022,5732661.28
Iowa,Other,1,Other,2020,273618221.910002,1218674.79,273618221.910002,1218674.79
Wisconsin,Other,3,Other,2019,282964798.270002,2707165.2,282964798.270002,2707165.2
Arkansas,Other,3,Other,2019,282964798.270002,814955.26,282964798.270002,814955.26
Colorado,Other,1,Other,2022,211915621.62,2413337.34,211915621.62,2413337.34
Michigan,Fraud,2,Fraud,2018,436359324.65002,6544261.21000003,436359324.65002,6544261.21000003
Vermont,Other,1,Other,2020,273618221.910002,106880.6,273618221.910002,106880.6
Tennessee,Fraud,1,Fraud,2021,1299670971.24025,16743444.0000001,1299670971.24025,16743444.0000001
Vermont,Fraud,2,Fraud,2019,602374374.655126,412365.89,602374374.655126,412365.89
Arkansas,Other,3,Other,2019,282964798.270002,814955.26,282964798.270002,814955.26
Ohio,Fraud,4,Fraud,2021,1831379366.41022,23032525.53,1831379366.41022,23032525.53
Ohio,Fraud,3,Fraud,2018,434213799.69002,6614524.01000002,434213799.69002,6614524.01000002
Pennsylvania,Other,2,Other,2021,193273318.52,6358963.47,193273318.52,6358963.47
Iowa,Fraud,4,Fraud,2020,1003279528.43026,5519809.74000003,1003279528.43026,5519809.74000003
Tennessee,Fraud,2,Fraud,2020,819552937.990118,10191510.4700001,819552937.990118,10191510.4700001
Alabama,Fraud,2,Fraud,2019,602374374.655126,4692336.42,602374374.655126,4692336.42
North Dakota,Fraud,1,Fraud,2020,731467189.080063,771857.32,731467189.080063,771857.32
Wyoming,Fraud,1,Fraud,2018,348224707.170025,132493.58,348224707.170025,132493.58
Massachusetts,Fraud,2,Fraud,2021,1363092689.48017,19619673.25,1363092689.48017,19619673.25
Massachusetts,Fraud,1,Fraud,2018,348224707.170025,5089333.76000002,348224707.170025,5089333.76000002
Arizona,Other,1,Other,2021,279256627.530002,6065896.45000001,279256627.530002,6065896.45000001
Iowa,Other,2,Other,2020,280093545.500005,669836.12,280093545.500005,669836.12
Georgia,Other,1,Other,2020,273618221.910002,6990478.27000001,273618221.910002,6990478.27000001
New Hampshire,Fraud,1,Fraud,2022,1691830157.70014,5534708.21,1691830157.70014,5534708.21
Florida,Other,1,Other,2019,196919122.739999,13597779.04,196919122.739999,13597779.04
West Virginia,Fraud,1,Fraud,2022,1691830157.70014,2440405.18,1691830157.70014,2440405.18
Arizona,Fraud,3,Fraud,2018,434213799.69002,7988737.74000002,434213799.69002,7988737.74000002
Arizona,Other,4,Other,2018,198059364.600001,4902064.15999999,198059364.600001,4902064.15999999
New Jersey,Other,1,Other,2019,196919122.739999,5293971.99,196919122.739999,5293971.99
New Jersey,Other,1,Other,2019,196919122.739999,5293971.99,196919122.739999,5293971.99
Kentucky,Fraud,2,Fraud,2018,436359324.65002,2384143.6,436359324.65002,2384143.6
Alaska,Fraud,1,Fraud,2021,1299670971.24025,3261353.45,1299670971.24025,3261353.45
Puerto Rico,Fraud,2,Fraud,2021,1363092689.48017,1404017.07,1363092689.48017,1404017.07
Nebraska,Other,2,Other,2020,280093545.500005,755184.24,280093545.500005,755184.24
North Carolina,Fraud,2,Fraud,2019,602374374.655126,13007275.57,602374374.655126,13007275.57
Indiana,Other,2,Other,2021,193273318.52,1314641.74,193273318.52,1314641.74
New Hampshire,Other,1,Other,2022,211915621.62,362685.21,211915621.62,362685.21
Colorado,Fraud,2,Fraud,2020,819552937.990118,15915368.5600001,819552937.990118,15915368.5600001
Wisconsin,Other,3,Other,2020,332376597.910007,3068554.87,332376597.910007,3068554.87
Maryland,Fraud,4,Fraud,2018,397093881.427538,5408363.59000004,397093881.427538,5408363.59000004
Louisiana,Other,4,Other,2021,198243503.149999,2612538.9,198243503.149999,2612538.9
