State Name,Quarter,Year,Fixed State F&O,Reports per 100K-F&O together,State Pop,State Total Reports Quarter
Pennsylvania,4,2019,19706,153.929205844,12801989,19706
Ohio,2,2018,19696,168.498857910,11689100,19696
Puerto Rico,1,2019,786,24.610999050,3193694,786
Rhode Island,3,2019,1785,168.497801977,1059361,1785
Georgia,1,2021,39969,376.447279156,10617423,39969
Maine,1,2018,1604,119.326415774,1344212,1604
California,1,2018,64431,163.065996059,39512223,64431
Georgia,2,2021,39779,374.657767709,10617423,39779
Oklahoma,3,2018,5345,135.078068553,3956971,5345
New Hampshire,4,2021,2382,175.184285484,1359711,2382
Minnesota,2,2019,9078,160.967949682,5639632,9078
Maine,2,2018,1559,115.978729546,1344212,1559
Utah,3,2020,6471,201.842943669,3205958,6471
Puerto Rico,3,2019,1124,35.194354876,3193694,1124
Maine,3,2019,2000,148.786054581,1344212,2000
Massachusetts,4,2020,16679,241.987562428,6892503,16679
Illinois,1,2018,19232,151.769820612,12671821,19232
New Jersey,1,2019,14368,161.761907818,8882190,14368
Missouri,1,2020,10751,175.171097730,6137428,10751
North Carolina,3,2019,20803,198.348907198,10488084,20803
California,1,2020,64095,162.215626289,39512223,64095
Hawaii,4,2018,1631,115.194028839,1415872,1631
Florida,1,2021,83196,387.359245529,21477737,83196
Ohio,1,2021,34337,293.752299150,11689100,34337
Idaho,1,2018,2566,143.587390498,1787065,2566
Wyoming,3,2018,686,118.529474272,578759,686
Florida,3,2018,56998,265.381776488,21477737,56998
Florida,4,2018,46559,216.777959428,21477737,46559
West Virginia,3,2020,3657,204.056921670,1792147,3657
Georgia,2,2021,39779,374.657767709,10617423,39779
Nevada,1,2019,6301,204.567560864,3080156,6301
Tennessee,1,2019,11301,165.481213394,6829174,11301
Texas,2,2020,63827,220.124368699,28995881,63827
New Jersey,2,2019,16349,184.064965960,8882190,16349
Indiana,4,2018,8837,131.264297849,6732219,8837
Montana,3,2021,2096,196.111821164,1068778,2096
Kentucky,1,2019,6041,135.215804738,4467673,6041
West Virginia,1,2019,2677,149.373907386,1792147,2677
Arizona,3,2020,19028,261.419698004,7278717,19028
Puerto Rico,1,2022,1741,54.513676013,3193694,1741
California,1,2022,81300,205.759114085,39512223,81300
Rhode Island,1,2021,3933,371.261543515,1059361,3933
Nebraska,3,2018,2258,116.728218659,1934408,2258
Maryland,4,2020,17938,296.707731802,6045680,17938
Tennessee,1,2022,13878,203.216377266,6829174,13878
Tennessee,1,2021,22941,335.926423898,6829174,22941
Florida,4,2020,67675,315.093717741,21477737,67675
Iowa,4,2021,4153,131.629409173,3155070,4153
Missouri,1,2022,11023,179.602921615,6137428,11023
New York,4,2019,31706,162.983013753,19453561,31706
Hawaii,3,2020,2990,211.177281562,1415872,2990
Delaware,2,2019,2162,222.025049191,973764,0
Maryland,4,2021,17419,288.123089545,6045680,17419
Illinois,2,2019,22080,174.244885561,12671821,22080
New York,3,2020,49583,254.878785432,19453561,49583
Nebraska,3,2020,3540,183.001724559,1934408,3540
Oregon,1,2021,12146,287.974333155,4217737,12146
Louisiana,3,2018,7656,164.687873887,4648794,7656
New Mexico,3,2019,3709,176.886145699,2096829,3709
South Carolina,4,2021,12031,233.669999926,5148714,12031
Illinois,1,2020,20328,160.418932685,12671821,20328
Texas,1,2020,47106,162.457557334,28995881,47106
Montana,3,2019,1947,182.170665938,1068778,1947
Arizona,3,2019,17195,236.236688416,7278717,17195
Kansas,4,2020,8220,282.152902159,2913314,8220
Minnesota,4,2018,7273,128.962315272,5639632,7273
New Jersey,1,2018,14652,164.959317466,8882190,14652
Maine,2,2018,1559,115.978729546,1344212,1559
Pennsylvania,3,2021,40852,319.106663816,12801989,40852
Wisconsin,1,2022,9377,161.049485490,5822434,9377
North Carolina,1,2019,18425,175.675557137,10488084,18425
Mississippi,3,2019,4706,158.123803613,2976149,4706
Oklahoma,4,2020,6794,171.696987418,3956971,6794
Louisiana,2,2020,9184,197.556613608,4648794,9184
District of Columbia,4,2020,2740,388.240011676,705749,2740
Michigan,3,2021,22572,226.017054214,9986857,22572
West Virginia,1,2018,2346,130.904440317,1792147,2346
New Mexico,4,2019,2985,142.357817447,2096829,2985
Montana,3,2021,2096,196.111821164,1068778,2096
Ohio,2,2019,22416,191.768399620,11689100,22416
Oklahoma,1,2022,5864,148.194161645,3956971,5864
Arkansas,3,2018,4407,146.033340800,3017804,4407
South Carolina,4,2021,12031,233.669999926,5148714,12031
Idaho,2,2019,2812,157.352978207,1787065,2812
Nevada,3,2019,8965,291.056686739,3080156,8965
Pennsylvania,3,2021,40852,319.106663816,12801989,40852
Indiana,2,2018,9613,142.790957929,6732219,9613
Maryland,3,2020,19005,314.356697675,6045680,19005
South Dakota,1,2019,914,103.316645171,884659,914
Hawaii,4,2021,2436,172.049450798,1415872,2436
West Virginia,1,2018,2346,130.904440317,1792147,2346
Minnesota,1,2018,7099,125.877007578,5639632,7099
West Virginia,1,2019,2677,149.373907386,1792147,2677
New Jersey,3,2018,14719,165.713635939,8882190,14719
North Dakota,3,2020,997,130.829250114,762062,997
New Hampshire,3,2019,2363,173.786929723,1359711,2363
Tennessee,2,2018,12486,182.833238690,6829174,12486
Illinois,1,2021,42765,337.481092891,12671821,42765
Kansas,1,2022,4348,149.245841677,2913314,4348
Vermont,1,2019,769,123.239351976,623989,769
Connecticut,1,2020,6165,172.917355601,3565287,6165
Florida,1,2021,83196,387.359245529,21477737,83196
Louisiana,4,2018,6882,148.038394474,4648794,6882
Florida,2,2018,59081,275.080191177,21477737,59081
Oregon,4,2018,6267,148.586789551,4217737,6267
Connecticut,4,2018,5256,147.421511929,3565287,5256
Oregon,3,2019,9330,221.208671854,4217737,9330
Rhode Island,2,2019,1590,150.090479072,1059361,1590
Tennessee,1,2020,12699,185.952210326,6829174,12699
Colorado,1,2019,10205,177.209026425,5758736,10205
Wyoming,3,2021,1067,184.359984035,578759,1067
Oregon,2,2020,9425,223.461064547,4217737,9425
New York,2,2020,44350,227.978826087,19453561,44350
Mississippi,3,2020,6200,208.322903188,2976149,6200
Utah,2,2020,6377,198.910902763,3205958,6377
Nevada,2,2019,8452,274.401686148,3080156,8452
Ohio,2,2021,30589,261.688239471,11689100,30589
Nebraska,2,2020,3075,158.963362434,1934408,3075
Mississippi,2,2020,5091,171.059983892,2976149,5091
North Dakota,1,2022,863,113.245378985,762062,863
Illinois,1,2019,19138,151.028017204,12671821,19138
Kentucky,3,2021,9049,202.543919396,4467673,9049
District of Columbia,1,2021,3294,466.738174620,705749,3294
Nevada,2,2018,6963,226.059978780,3080156,6963
Arizona,2,2021,20956,287.907882667,7278717,20956
Wisconsin,2,2019,9564,164.261200728,5822434,9564
Massachusetts,2,2018,9769,141.733706899,6892503,9769
Ohio,2,2021,30589,261.688239471,11689100,30589
Oklahoma,3,2020,7074,178.773107005,3956971,7074
Rhode Island,4,2018,1525,143.954704770,1059361,1525
South Carolina,3,2021,16415,318.817475587,5148714,16415
Massachusetts,2,2021,17964,260.631007342,6892503,17964
North Carolina,4,2019,17465,166.522312369,10488084,17465
New Jersey,3,2018,14719,165.713635939,8882190,14719
Alabama,1,2018,8888,181.269929648,4903185,8888
Vermont,1,2021,1684,269.876552311,623989,1684
Hawaii,1,2022,2405,169.859987343,1415872,0
Ohio,2,2018,19696,168.498857910,11689100,19696
Minnesota,2,2021,12147,215.386394006,5639632,12147
Virginia,1,2020,16641,194.961782640,8535519,16641
Maryland,1,2019,11833,195.726535311,6045680,11833
Indiana,2,2019,10312,153.173864368,6732219,10312
Indiana,3,2018,9636,143.132598628,6732219,9636
Michigan,1,2021,26451,264.858103005,9986857,26451
Washington,4,2018,10655,139.923174232,7614893,10655
Hawaii,1,2018,1648,116.394702346,1415872,1648
Arkansas,2,2020,7962,263.834231779,3017804,0
California,4,2018,59360,150.231992768,39512223,59360
California,3,2021,103498,261.939197903,39512223,103498
Oklahoma,3,2021,7923,200.228912469,3956971,7923
Oregon,1,2021,12146,287.974333155,4217737,12146
Maryland,4,2019,11778,194.816794802,6045680,11778
Alabama,1,2018,8888,181.269929648,4903185,8888
Ohio,4,2021,23619,202.060038840,11689100,23619
Massachusetts,3,2019,10502,152.368450184,6892503,10502
Maine,1,2021,3520,261.863456062,1344212,3520
Vermont,4,2020,1255,201.125340351,623989,1255
Alabama,2,2018,9435,192.425943545,4903185,9435
Minnesota,4,2019,7924,140.505621643,5639632,7924
Alaska,2,2020,1247,170.461147298,731545,1247
Maine,4,2019,1696,126.170574284,1344212,1696
Nevada,1,2022,8568,278.167729167,3080156,8568
Hawaii,3,2021,3296,232.789404692,1415872,3296
Wyoming,1,2018,723,124.922463409,578759,723
Mississippi,1,2021,7240,243.267390174,2976149,7240
Alabama,4,2018,7575,154.491417313,4903185,7575
Kansas,1,2020,4070,139.703444256,2913314,4070
Hawaii,1,2019,1718,121.338652082,1415872,1718
Oregon,4,2021,8255,195.721070328,4217737,8255
Louisiana,3,2020,10529,226.488848506,4648794,10529
Puerto Rico,1,2021,2663,83.383066756,3193694,2663
Indiana,4,2021,11837,175.826128057,6732219,11837
Washington,4,2018,10655,139.923174232,7614893,10655
Wisconsin,3,2019,9499,163.144829121,5822434,0
Indiana,3,2019,10025,148.910782611,6732219,10025
Montana,2,2019,1733,162.147798701,1068778,1733
Mississippi,4,2018,4028,135.342686136,2976149,4028
Alabama,1,2018,8888,181.269929648,4903185,8888
Virginia,3,2019,18163,212.793152941,8535519,0
Mississippi,4,2018,4028,135.342686136,2976149,4028
Louisiana,2,2020,9184,197.556613608,4648794,9184
Alaska,2,2019,1234,168.684086420,731545,1234
Nebraska,1,2020,2449,126.602040521,1934408,2449
Michigan,1,2018,19675,197.008928835,9986857,19675
Colorado,1,2019,10205,177.209026425,5758736,10205
Nebraska,1,2019,2237,115.642615208,1934408,2237
Michigan,2,2018,21019,210.466616274,9986857,21019
California,1,2018,64431,163.065996059,39512223,64431
Georgia,4,2020,31130,293.197322929,10617423,31130
Oregon,2,2021,10917,258.835484526,4217737,10917
Alaska,2,2018,1010,138.063960522,731545,1010
Washington,2,2021,20561,270.010359962,7614893,20561
Louisiana,1,2021,13489,290.161276236,4648794,13489
Florida,4,2018,46559,216.777959428,21477737,46559
Nevada,2,2020,9484,307.906482659,3080156,9484
Nebraska,2,2019,2764,142.886092282,1934408,2764
Wisconsin,1,2018,7761,133.294769851,5822434,7761
Minnesota,4,2018,7273,128.962315272,5639632,7273
Delaware,1,2021,3822,392.497566145,973764,3822
Arizona,3,2019,17195,236.236688416,7278717,17195
Massachusetts,4,2021,13142,190.670936233,6892503,13142
Washington,3,2021,19394,254.685128209,7614893,19394
Montana,4,2021,1822,170.475065916,1068778,1822
Puerto Rico,1,2018,709,22.199997871,3193694,709
Arkansas,1,2022,4738,157.001581282,3017804,4738
New Mexico,1,2021,5581,266.163812118,2096829,5581
Wyoming,4,2021,891,153.950089761,578759,891
Connecticut,3,2020,8019,224.918779330,3565287,8019
Vermont,1,2018,652,104.489021441,623989,652
Indiana,4,2021,11837,175.826128057,6732219,11837
Massachusetts,4,2020,16679,241.987562428,6892503,16679
South Carolina,4,2019,9198,178.646551352,5148714,9198
Idaho,1,2021,4438,248.340155506,1787065,4438
Michigan,1,2021,26451,264.858103005,9986857,26451
Hawaii,2,2018,1771,125.081928310,1415872,1771
Wisconsin,2,2019,9564,164.261200728,5822434,9564
Missouri,1,2019,10330,168.311546791,6137428,10330
Maine,2,2021,3089,229.800061300,1344212,3089
Nevada,1,2022,8568,278.167729167,3080156,8568
Kentucky,3,2021,9049,202.543919396,4467673,9049
Georgia,1,2022,31987,301.268961404,10617423,31987
Pennsylvania,2,2020,29163,227.800539432,12801989,29163
South Carolina,4,2021,12031,233.669999926,5148714,12031
New Jersey,1,2021,28992,326.405987712,8882190,28992
Mississippi,2,2019,4519,151.840516049,2976149,4519
Nevada,2,2021,11581,375.987449986,3080156,11581
Virginia,4,2019,14408,168.800514649,8535519,14408
Wyoming,4,2020,1021,176.411943486,578759,1021
Mississippi,2,2021,7159,240.545752246,2976149,7159
Missouri,1,2021,18016,293.543158470,6137428,18016
Ohio,1,2019,19143,163.767954761,11689100,19143
Connecticut,1,2020,6165,172.917355601,3565287,6165
Colorado,1,2019,10205,177.209026425,5758736,10205
Iowa,4,2021,4153,131.629409173,3155070,4153
South Dakota,2,2019,955,107.951199276,884659,955
California,3,2018,69265,175.300184958,39512223,69265
Oklahoma,4,2018,4681,118.297556388,3956971,4681
Oklahoma,2,2020,6401,161.765148140,3956971,6401
Vermont,2,2019,902,144.553830276,623989,0
Wyoming,1,2022,851,147.038750153,578759,851
Kentucky,2,2021,9750,218.234414202,4467673,9750
Delaware,2,2019,2162,222.025049191,973764,2162
California,1,2021,107438,271.910795806,39512223,107438
North Carolina,1,2021,30626,292.007577361,10488084,30626
Arkansas,1,2018,3867,128.139534575,3017804,3867
Oklahoma,2,2019,5626,142.179459996,3956971,5626
Pennsylvania,2,2018,20591,160.842194131,12801989,0
North Carolina,1,2022,21909,208.894207941,10488084,21909
California,1,2020,64095,162.215626289,39512223,64095
New York,3,2021,51881,266.691532722,19453561,51881
North Dakota,1,2018,612,80.308426349,762062,612
Alaska,3,2018,856,117.012623967,731545,856
North Carolina,4,2020,25869,246.651342609,10488084,25869
Wyoming,1,2018,723,124.922463409,578759,723
Oklahoma,2,2020,6401,161.765148140,3956971,6401
Kentucky,2,2020,8144,182.287289155,4467673,8144
South Dakota,3,2020,1095,123.776505976,884659,1095
New Mexico,2,2019,3698,176.361544027,2096829,3698
Wisconsin,1,2021,14036,241.067567275,5822434,14036
New Mexico,4,2018,3139,149.702240860,2096829,3139
Alabama,1,2021,16281,332.049473964,4903185,16281
Delaware,1,2021,3822,392.497566145,973764,3822
Minnesota,4,2020,10951,194.179336524,5639632,10951
Nevada,1,2021,11896,386.214204735,3080156,11896
Louisiana,2,2020,9184,197.556613608,4648794,9184
Oregon,4,2020,10077,238.919591241,4217737,10077
Florida,2,2019,53560,249.374503468,21477737,53560
Nevada,1,2020,7713,250.409394849,3080156,7713
Nebraska,2,2018,2314,119.623161195,1934408,2314
Alaska,1,2020,1167,159.525388049,731545,1167
North Dakota,3,2021,1066,139.883631516,762062,1066
Nebraska,3,2020,3540,183.001724559,1934408,3540
New Hampshire,1,2018,1930,141.941927365,1359711,1930
South Dakota,1,2019,914,103.316645171,884659,914
Kentucky,4,2021,7507,168.029307427,4467673,7507
Idaho,1,2019,2435,136.256935254,1787065,2435
Illinois,1,2021,42765,337.481092891,12671821,42765
Wisconsin,3,2019,9499,163.144829121,5822434,9499
Missouri,1,2022,11023,179.602921615,6137428,11023
Connecticut,1,2022,7002,196.393726508,3565287,0
North Carolina,1,2018,17541,167.246944246,10488084,17541
Nevada,2,2019,8452,274.401686148,3080156,8452
North Dakota,2,2021,1283,168.359004910,762062,1283
Nebraska,3,2020,3540,183.001724559,1934408,0
Wyoming,1,2020,783,135.289472820,578759,783
Utah,1,2019,4149,129.415294898,3205958,4149
New Mexico,1,2019,2860,136.396434807,2096829,2860
Wyoming,2,2018,695,120.084525683,578759,695
Oklahoma,3,2021,7923,200.228912469,3956971,0
Montana,4,2018,1443,135.014006651,1068778,1443
Arkansas,4,2021,5124,169.792339065,3017804,5124
Mississippi,4,2021,5522,185.541785710,2976149,5522
California,4,2021,83028,210.132444332,39512223,83028
Minnesota,4,2021,9218,163.450381160,5639632,9218
New York,3,2018,31798,163.455934880,19453561,31798
Hawaii,4,2021,2436,172.049450798,1415872,2436
Oklahoma,1,2022,5864,148.194161645,3956971,5864
North Carolina,4,2020,25869,246.651342609,10488084,25869
Kansas,1,2020,4070,139.703444256,2913314,4070
Nevada,1,2020,7713,250.409394849,3080156,7713
Arkansas,2,2021,6472,214.460581270,3017804,6472
Delaware,3,2020,3183,326.875916547,973764,3183
New Jersey,1,2019,14368,161.761907818,8882190,14368
North Dakota,1,2022,863,113.245378985,762062,863
Nebraska,3,2021,3243,167.648190041,1934408,3243
Massachusetts,1,2018,9178,133.159173090,6892503,9178
Massachusetts,4,2018,8914,129.328924485,6892503,8914
New Mexico,3,2019,3709,176.886145699,2096829,3709
Utah,1,2020,4834,150.781763205,3205958,4834
Maryland,1,2022,17907,296.194968970,6045680,17907
Maine,3,2019,2000,148.786054581,1344212,0
New Mexico,3,2018,3934,187.616634451,2096829,3934
Pennsylvania,2,2020,29163,227.800539432,12801989,29163
Maine,3,2020,2382,177.204191006,1344212,2382
Massachusetts,2,2019,10511,152.499026841,6892503,0
Florida,2,2020,66679,310.456357669,21477737,66679
New York,3,2020,49583,254.878785432,19453561,49583
New York,1,2020,33837,173.937306388,19453561,33837
South Carolina,4,2019,9198,178.646551352,5148714,9198
Minnesota,4,2021,9218,163.450381160,5639632,9218
North Dakota,3,2019,800,104.978335096,762062,800
North Dakota,1,2018,612,80.308426349,762062,612
North Carolina,4,2020,25869,246.651342609,10488084,25869
Arkansas,4,2020,5325,176.452811382,3017804,5325
Massachusetts,3,2018,9666,140.239329602,6892503,9666
Arizona,4,2019,11747,161.388332587,7278717,11747
South Carolina,3,2018,9601,186.473748590,5148714,9601
Virginia,3,2019,18163,212.793152941,8535519,18163
Virginia,4,2021,20058,234.994497698,8535519,20058
South Carolina,4,2020,13198,256.335853963,5148714,13198
New Hampshire,3,2021,3025,222.473746259,1359711,3025
Michigan,2,2018,21019,210.466616274,9986857,21019
Oregon,1,2022,8292,196.598318008,4217737,8292
Arizona,2,2018,13798,189.566375503,7278717,13798
Washington,1,2018,11335,148.853043634,7614893,11335
Arkansas,3,2018,4407,146.033340800,3017804,4407
Tennessee,4,2020,18160,265.917957282,6829174,18160
Hawaii,4,2021,2436,172.049450798,1415872,2436
Delaware,2,2019,2162,222.025049191,973764,2162
South Dakota,3,2019,937,105.916516986,884659,937
Pennsylvania,1,2020,22475,175.558657331,12801989,22475
Arkansas,4,2019,3986,132.082799281,3017804,3986
California,4,2018,59360,150.231992768,39512223,59360
Missouri,3,2019,12453,202.902583949,6137428,12453
Rhode Island,1,2021,3933,371.261543515,1059361,3933
Louisiana,2,2019,7570,162.837931730,4648794,7570
Illinois,3,2019,22699,179.129739917,12671821,22699
Florida,2,2019,53560,249.374503468,21477737,53560
Nevada,1,2020,7713,250.409394849,3080156,7713
Alabama,2,2018,9435,192.425943545,4903185,9435
Alaska,1,2022,1304,178.252875763,731545,1304
Virginia,3,2018,15348,179.813318909,8535519,15348
Delaware,4,2021,2986,306.645141944,973764,2986
Connecticut,4,2021,6685,187.502436690,3565287,6685
Virginia,3,2020,23890,279.889248680,8535519,23890
Washington,2,2020,18941,248.736259328,7614893,18941
Iowa,4,2018,3429,108.682216242,3155070,3429
Texas,1,2018,54509,187.988769853,28995881,54509
Alaska,1,2019,882,120.566745723,731545,882
Wyoming,3,2018,686,118.529474272,578759,686
Massachusetts,3,2020,15198,220.500448096,6892503,15198
New Hampshire,4,2018,2052,150.914422256,1359711,2052
Nebraska,3,2019,2825,146.039511830,1934408,2825
Rhode Island,1,2021,3933,371.261543515,1059361,3933
New Hampshire,4,2020,2849,209.529819204,1359711,2849
New Mexico,1,2022,3617,172.498568076,2096829,3617
Nevada,2,2018,6963,226.059978780,3080156,6963
Colorado,2,2019,12120,210.462851570,5758736,12120
North Dakota,3,2018,640,83.982668077,762062,640
Puerto Rico,3,2020,1702,53.292519571,3193694,1702
Connecticut,3,2021,8611,241.523333185,3565287,8611
New Hampshire,2,2020,2742,201.660499915,1359711,2742
Idaho,2,2018,2551,142.748025394,1787065,2551
Pennsylvania,3,2020,31348,244.868199777,12801989,31348
Missouri,2,2021,15181,247.351170555,6137428,15181
Massachusetts,3,2019,10502,152.368450184,6892503,10502
District of Columbia,1,2021,3294,466.738174620,705749,3294
California,4,2021,83028,210.132444332,39512223,83028
Oregon,4,2020,10077,238.919591241,4217737,0
Oklahoma,4,2020,6794,171.696987418,3956971,6794
North Carolina,1,2022,21909,208.894207941,10488084,21909
Arizona,3,2020,19028,261.419698004,7278717,19028
New Hampshire,1,2021,4088,300.652123870,1359711,4088
Arkansas,4,2020,5325,176.452811382,3017804,5325
Delaware,2,2021,3611,370.829071520,973764,3611
Illinois,1,2022,25515,201.352276046,12671821,25515
Florida,4,2020,67675,315.093717741,21477737,67675
Florida,2,2020,66679,310.456357669,21477737,66679
Wisconsin,4,2019,8130,139.632325588,5822434,8130
North Dakota,4,2019,673,88.313024400,762062,673
Oklahoma,1,2022,5864,148.194161645,3956971,5864
West Virginia,1,2021,4228,235.918147339,1792147,4228
North Carolina,2,2021,29180,278.220502429,10488084,29180
Oregon,2,2021,10917,258.835484526,4217737,10917
Illinois,3,2020,28068,221.499340939,12671821,28068
Georgia,1,2019,21230,199.954358040,10617423,21230
Kentucky,4,2019,6056,135.551549990,4467673,6056
North Dakota,2,2021,1283,168.359004910,762062,1283
Arkansas,1,2021,6993,231.724790609,3017804,6993
Mississippi,3,2018,4154,139.576345136,2976149,4154
Oklahoma,2,2021,8264,208.846615252,3956971,8264
Wyoming,2,2018,695,120.084525683,578759,695
Florida,3,2018,56998,265.381776488,21477737,56998
Alabama,2,2019,9073,185.042987364,4903185,9073
Illinois,1,2021,42765,337.481092891,12671821,42765
New York,2,2018,31185,160.304840846,19453561,31185
Washington,3,2018,11757,154.394815528,7614893,11757
Oregon,1,2021,12146,287.974333155,4217737,12146
Wyoming,2,2018,695,120.084525683,578759,695
Colorado,3,2021,16392,284.645797272,5758736,16392
Missouri,3,2019,12453,202.902583949,6137428,12453
West Virginia,2,2018,2503,139.664882401,1792147,2503
Texas,1,2018,54509,187.988769853,28995881,54509
North Carolina,2,2020,23052,219.792289993,10488084,23052
Utah,3,2018,4298,134.062891654,3205958,4298
Hawaii,1,2022,2405,169.859987343,1415872,2405
Minnesota,2,2020,10302,182.671493459,5639632,10302
California,2,2019,81249,205.630040102,39512223,81249
Tennessee,1,2020,12699,185.952210326,6829174,12699
District of Columbia,4,2021,2618,370.953412616,705749,2618
Kentucky,1,2020,6867,153.704176649,4467673,6867
Alabama,2,2019,9073,185.042987364,4903185,9073
Kentucky,3,2021,9049,202.543919396,4467673,9049
Arizona,2,2019,14589,200.433675330,7278717,14589
Arizona,3,2021,20775,285.421180683,7278717,20775
Maryland,1,2020,12652,209.273398526,6045680,12652
Kentucky,2,2018,6531,146.183482990,4467673,6531
Kansas,4,2019,3960,135.927675493,2913314,3960
Kentucky,1,2021,10558,236.319891809,4467673,10558
New Hampshire,3,2020,2799,205.852567200,1359711,2799
Louisiana,1,2022,9836,211.581756473,4648794,9836
Mississippi,1,2022,4998,167.935140344,2976149,4998
Mississippi,4,2020,5768,193.807500901,2976149,5768
Hawaii,3,2020,2990,211.177281562,1415872,2990
Michigan,1,2022,19270,192.953598915,9986857,19270
Rhode Island,1,2020,1592,150.279272127,1059361,1592
Alabama,1,2020,8072,164.627685882,4903185,8072
Washington,1,2021,22893,300.634559146,7614893,22893
Utah,3,2021,6702,209.048278237,3205958,6702
Utah,2,2018,3891,121.367778368,3205958,3891
Georgia,1,2022,31987,301.268961404,10617423,31987
Alaska,2,2018,1010,138.063960522,731545,1010
Illinois,3,2019,22699,179.129739917,12671821,22699
Maine,2,2021,3089,229.800061300,1344212,3089
Pennsylvania,1,2022,33937,265.091619748,12801989,33937
District of Columbia,2,2018,2210,313.142491169,705749,2210
Maryland,1,2022,17907,296.194968970,6045680,17907
Ohio,3,2019,22016,188.346408192,11689100,22016
Pennsylvania,4,2021,33282,259.975227287,12801989,33282
California,1,2019,59408,150.353474164,39512223,59408
Arizona,2,2018,13798,189.566375503,7278717,13798
Colorado,3,2020,14134,245.435803968,5758736,14134
Massachusetts,3,2018,9666,140.239329602,6892503,9666
West Virginia,2,2020,3171,176.938610505,1792147,3171
Michigan,3,2019,15907,159.279340838,9986857,15907
Ohio,1,2018,19523,167.018846618,11689100,19523
Georgia,3,2018,25037,235.810516356,10617423,25037
Oklahoma,4,2021,6105,154.284678862,3956971,6105
Alaska,1,2022,1304,178.252875763,731545,1304
Maryland,4,2021,17419,288.123089545,6045680,17419
Tennessee,3,2021,21977,321.810514712,6829174,21977
North Dakota,2,2018,675,88.575470237,762062,675
Idaho,1,2020,2536,141.908660289,1787065,2536
Wisconsin,2,2020,10398,178.585107191,5822434,10398
Rhode Island,3,2020,2284,215.601669308,1059361,2284
Washington,1,2018,11335,148.853043634,7614893,11335
North Carolina,2,2018,17703,168.791554301,10488084,17703
California,1,2022,81300,205.759114085,39512223,81300
South Carolina,2,2020,11468,222.735230584,5148714,11468
New York,1,2022,40607,208.738132828,19453561,40607
Oklahoma,2,2018,5242,132.475067419,3956971,5242
Massachusetts,1,2022,13697,198.723163414,6892503,13697
Maine,2,2019,2084,155.035068873,1344212,2084
Washington,4,2020,18564,243.785434674,7614893,18564
Alabama,3,2020,12293,250.714586539,4903185,12293
North Dakota,1,2021,1525,200.114951277,762062,1525
Arizona,2,2020,17491,240.303339174,7278717,17491
Virginia,3,2021,24319,284.915305092,8535519,24319
Texas,4,2018,46567,160.598672618,28995881,46567
New Hampshire,2,2020,2742,201.660499915,1359711,2742
Michigan,3,2021,22572,226.017054214,9986857,22572
Tennessee,2,2019,13106,191.911935470,6829174,13106
Missouri,3,2019,12453,202.902583949,6137428,12453
Michigan,3,2020,20907,209.345142321,9986857,20907
Alabama,1,2018,8888,181.269929648,4903185,8888
Arkansas,1,2020,4943,163.794600312,3017804,4943
Massachusetts,2,2020,13532,196.329258036,6892503,13532
Puerto Rico,3,2019,1124,35.194354876,3193694,1124
Kentucky,1,2019,6041,135.215804738,4467673,6041
New York,3,2020,49583,254.878785432,19453561,49583
Nevada,2,2020,9484,307.906482659,3080156,9484
Puerto Rico,4,2020,2035,63.719316879,3193694,2035
Arizona,2,2020,17491,240.303339174,7278717,17491
Maine,4,2020,2510,186.726498499,1344212,2510
New York,4,2018,30103,154.742877152,19453561,30103
Georgia,4,2021,32438,305.516696471,10617423,32438
Connecticut,2,2021,8741,245.169603457,3565287,8741
Kentucky,2,2021,9750,218.234414202,4467673,9750
Maryland,1,2018,11547,190.995884665,6045680,11547
Pennsylvania,1,2021,45333,354.109037275,12801989,45333
Texas,1,2019,42797,147.596825908,28995881,42797
Arizona,4,2020,17855,245.304220510,7278717,0
Alabama,3,2018,9470,193.139765275,4903185,9470
Michigan,4,2019,14388,144.069350347,9986857,14388
Maryland,3,2021,22374,370.082439031,6045680,22374
Utah,1,2022,5766,179.852636872,3205958,5766
North Carolina,4,2019,17465,166.522312369,10488084,17465
Arkansas,4,2021,5124,169.792339065,3017804,5124
Texas,3,2021,81525,281.160624159,28995881,81525
New Mexico,1,2019,2860,136.396434807,2096829,2860
Oregon,1,2019,6599,156.458309278,4217737,6599
Texas,2,2020,63827,220.124368699,28995881,63827
Minnesota,1,2021,14000,248.243147780,5639632,14000
Florida,1,2021,83196,387.359245529,21477737,83196
Utah,1,2018,3954,123.332869613,3205958,3954
Illinois,4,2018,18460,145.677562838,12671821,18460
Indiana,3,2020,12587,186.966585609,6732219,12587
New York,1,2019,34171,175.654215699,19453561,34171
Michigan,1,2022,19270,192.953598915,9986857,19270
Florida,2,2021,80027,372.604432208,21477737,80027
Missouri,2,2018,11076,180.466475533,6137428,11076
Hawaii,1,2022,2405,169.859987343,1415872,2405
Oregon,3,2021,10503,249.019794264,4217737,10503
Indiana,3,2021,14335,212.931278676,6732219,14335
Illinois,1,2020,20328,160.418932685,12671821,20328
New Jersey,1,2020,15413,173.527024304,8882190,15413
Missouri,1,2022,11023,179.602921615,6137428,11023
Vermont,1,2019,769,123.239351976,623989,769
District of Columbia,1,2021,3294,466.738174620,705749,3294
Georgia,1,2018,24945,234.944016076,10617423,24945
Idaho,3,2020,3302,184.772238279,1787065,3302
West Virginia,1,2019,2677,149.373907386,1792147,2677
