State Name,Quarter,Report Type,State Median Year,Year,Fixed Overall Median Qtr,Fixed Overall Median Yr,Fixed State Median Qtr,Fixed State Median Yr,Overall Median Losses Qtr,Overall Median Losses Yr,State Median Quarterly
Vermont,3,Fraud,329,2021,500,500,300,329,500,500,300
Louisiana,3,Other,650,2021,727,618.38,675,650,727,618.38,675
Indiana,4,Fraud,319,2019,335.88,394.99,300,319,335.88,394.99,300
Oregon,3,Identity Theft,0,2019,0,0,0,0,0,0,0
Colorado,4,Fraud,486.13,2021,550,500,504.5,486.13,550,500,504.5
Arkansas,4,Fraud,300,2019,335.88,394.99,286.58,300,335.88,394.99,286.58
Puerto Rico,2,Fraud,350,2019,422.08,394.99,369.75,350,422.08,394.99,369.75
Kentucky,4,Other,321.5,2020,500,487.89,400,321.5,500,487.89,400
North Dakota,1,Other,505.04,2018,500,460,199,505.04,500,460,199
Rhode Island,3,Fraud,268.5,2019,400,394.99,284.99,268.5,400,394.99,284.99
Louisiana,1,Other,950,2022,727.875,727.875,950,950,727.875,727.875,950
Arkansas,3,Other,500,2021,727,618.38,500,500,727,618.38,500
Arizona,2,Fraud,525,2021,507,500,603,525,507,500,603
Puerto Rico,1,Fraud,368,2020,330.64,304.99,368,368,330.64,304.99,368
New Jersey,4,Other,496,2019,492,476.66,500,496,492,476.66,500
South Dakota,3,Other,399.99,2019,500,476.66,345,399.99,500,476.66,345
Arkansas,2,Other,500,2021,700,618.38,653.5,500,700,618.38,653.5
Wisconsin,1,Other,292,2019,410.21,476.66,282.5,292,410.21,476.66,282.5
Colorado,3,Fraud,350,2018,380,370,359.88,350,380,370,359.88
Tennessee,3,Other,500,2020,490,487.89,488,500,490,487.89,488
Utah,2,Fraud,400,2019,422.08,394.99,499,400,422.08,394.99,499
Wisconsin,4,Other,344.01,2020,500,487.89,337.93,344.01,500,487.89,337.93
Kentucky,3,Other,321.5,2020,490,487.89,323,321.5,490,487.89,323
Utah,3,Fraud,375,2018,380,370,391.5,375,380,370,391.5
Louisiana,4,Fraud,300,2020,328,304.99,360.45,300,328,304.99,360.45
Michigan,3,Fraud,400,2021,500,500,375,400,500,500,375
West Virginia,2,Fraud,350,2021,507,500,411.88,350,507,500,411.88
Tennessee,1,Other,500,2020,495,487.89,500,500,495,487.89,500
Wisconsin,1,Fraud,455,2022,600,600,455,455,600,600,455
Nebraska,2,Fraud,358,2019,422.08,394.99,500,358,422.08,394.99,500
Nevada,2,Other,500,2019,499,476.66,498.495,500,499,476.66,498.495
Minnesota,3,Other,500,2021,727,618.38,600,500,727,618.38,600
Wyoming,3,Other,610.25,2018,460.27,460,408.095,610.25,460.27,460,408.095
Kentucky,3,Fraud,352.81,2021,500,500,335,352.81,500,500,335
Alabama,3,Fraud,260,2020,279,304.99,222.45,260,279,304.99,222.45
Michigan,4,Other,450,2021,700,618.38,500,450,700,618.38,500
Nebraska,4,Other,300,2020,500,487.89,304.99,300,500,487.89,304.99
Wyoming,1,Fraud,400,2019,375,394.99,500,400,375,394.99,500
California,4,Other,494.16,2019,492,476.66,500,494.16,492,476.66,500
Connecticut,4,Other,436,2019,492,476.66,338,436,492,476.66,338
North Carolina,3,Fraud,449.53,2021,500,500,450,449.53,500,500,450
North Carolina,2,Fraud,350,2019,422.08,394.99,400,350,422.08,394.99,400
Idaho,1,Other,433,2020,495,487.89,400,433,495,487.89,400
New Hampshire,2,Fraud,450,2021,507,500,415,450,507,500,415
Rhode Island,2,Other,721.965,2021,700,618.38,1081,721.965,700,618.38,1081
North Dakota,3,Fraud,358.65,2020,279,304.99,307.245,358.65,279,304.99,307.245
Iowa,1,Other,480,2021,535,618.38,416.5,480,535,618.38,416.5
Puerto Rico,3,Fraud,505.5,2021,500,500,594.5,505.5,500,500,594.5
Maine,4,Other,476,2021,700,618.38,600,476,700,618.38,600
Wisconsin,2,Fraud,395.28,2021,507,500,440,395.28,507,500,440
Illinois,4,Other,400,2018,400.08,460,357.3,400,400.08,460,357.3
North Dakota,2,Other,500,2020,431,487.89,300,500,431,487.89,300
Alaska,1,Other,531.785,2021,535,618.38,500,531.785,535,618.38,500
Nebraska,3,Fraud,450,2021,500,500,500,450,500,500,500
Nebraska,2,Other,420,2018,499,460,420,420,499,460,420
Virginia,1,Fraud,324.47,2020,330.64,304.99,388.565,324.47,330.64,304.99,388.565
Idaho,2,Fraud,399.99,2021,507,500,399.99,399.99,507,500,399.99
Texas,1,Other,652.315,2021,535,618.38,600,652.315,535,618.38,600
Illinois,2,Fraud,300,2019,422.08,394.99,387,300,422.08,394.99,387
Tennessee,2,Fraud,318.5,2018,396,370,317.5,318.5,396,370,317.5
Kansas,2,Identity Theft,0,2019,0,0,0,0,0,0,0
Iowa,1,Fraud,369.975,2018,404.565,370,484,369.975,404.565,370,484
District of Columbia,1,Fraud,699.99,2022,600,600,699.99,699.99,600,600,699.99
West Virginia,3,Fraud,300,2018,380,370,250,300,380,370,250
Minnesota,2,Other,379.305,2019,499,476.66,375.17,379.305,499,476.66,375.17
New Hampshire,2,Fraud,300,2018,396,370,300,300,396,370,300
Connecticut,1,Fraud,299.99,2019,375,394.99,200,299.99,375,394.99,200
Ohio,2,Other,345,2019,499,476.66,392,345,499,476.66,392
Vermont,4,Fraud,289.5,2020,328,304.99,200,289.5,328,304.99,200
Maryland,3,Fraud,316.5,2020,279,304.99,287.975,316.5,279,304.99,287.975
Alaska,3,Fraud,500,2020,279,304.99,500,500,279,304.99,500
North Carolina,3,Other,530.84,2021,727,618.38,787,530.84,727,618.38,787
Wisconsin,3,Other,499,2021,727,618.38,513.73,499,727,618.38,513.73
Utah,4,Fraud,500,2021,550,500,570,500,550,500,570
Minnesota,1,Fraud,359,2018,404.565,370,390.91,359,404.565,370,390.91
Massachusetts,3,Fraud,271.5,2020,279,304.99,247,271.5,279,304.99,247
Alaska,2,Fraud,491,2018,396,370,500,491,396,370,500
Hawaii,1,Other,502.32,2019,410.21,476.66,511.475,502.32,410.21,476.66,511.475
New York,1,Other,679.5,2022,727.875,727.875,679.5,679.5,727.875,727.875,679.5
Colorado,4,Other,544.425,2020,500,487.89,600.305,544.425,500,487.89,600.305
Tennessee,1,Other,388,2019,410.21,476.66,379.5,388,410.21,476.66,379.5
Puerto Rico,3,Fraud,350,2019,400,394.99,400,350,400,394.99,400
Vermont,4,Other,500,2019,492,476.66,448.495,500,492,476.66,448.495
Ohio,4,Other,500,2021,700,618.38,488.76,500,700,618.38,488.76
Georgia,4,Other,453.85,2019,492,476.66,495,453.85,492,476.66,495
Alaska,3,Fraud,500,2020,279,304.99,500,500,279,304.99,500
Vermont,3,Fraud,289.5,2020,279,304.99,206.52,289.5,279,304.99,206.52
Delaware,1,Other,472.2,2019,410.21,476.66,467.02,472.2,410.21,476.66,467.02
Kansas,1,Other,400,2019,410.21,476.66,350,400,410.21,476.66,350
Oklahoma,1,Fraud,410,2021,402.995,500,400,410,402.995,500,400
Washington,3,Other,531.29,2021,727,618.38,600,531.29,727,618.38,600
Colorado,3,Fraud,400,2019,400,394.99,500,400,400,394.99,500
Georgia,2,Fraud,300,2020,325,304.99,309.96,300,325,304.99,309.96
Maine,2,Fraud,216.935,2020,325,304.99,202.5,216.935,325,304.99,202.5
Alabama,3,Fraud,437,2021,500,500,393.79,437,500,500,393.79
Oklahoma,4,Fraud,300,2018,306.25,370,222.5,300,306.25,370,222.5
South Dakota,4,Fraud,240,2020,328,304.99,258.755,240,328,304.99,258.755
Mississippi,3,Other,700,2021,727,618.38,1000,700,727,618.38,1000
Georgia,1,Fraud,500,2021,402.995,500,409.625,500,402.995,500,409.625
Alabama,4,Other,350,2019,492,476.66,390,350,492,476.66,390
Mississippi,4,Fraud,315.25,2019,335.88,394.99,250,315.25,335.88,394.99,250
Maryland,3,Fraud,525,2021,500,500,600,525,500,500,600
Missouri,4,Other,400,2020,500,487.89,391.06,400,500,487.89,391.06
Mississippi,2,Fraud,326,2018,396,370,330.495,326,396,370,330.495
Mississippi,2,Fraud,315.25,2019,422.08,394.99,406.5,315.25,422.08,394.99,406.5
Hawaii,3,Other,700,2021,727,618.38,475,700,727,618.38,475
Virginia,2,Other,450,2019,499,476.66,518.045,450,499,476.66,518.045
Kentucky,2,Fraud,300,2019,422.08,394.99,400,300,422.08,394.99,400
Puerto Rico,2,Other,525,2018,499,460,500,525,499,460,500
Massachusetts,3,Fraud,335.75,2018,380,370,328.5,335.75,380,370,328.5
New Mexico,3,Fraud,500,2021,500,500,500,500,500,500,500
Tennessee,1,Fraud,400,2021,402.995,500,356.84,400,402.995,500,356.84
Michigan,1,Fraud,299,2018,404.565,370,316,299,404.565,370,316
Vermont,2,Fraud,289.5,2020,325,304.99,370.8,289.5,325,304.99,370.8
Arizona,3,Other,463,2019,500,476.66,499,463,500,476.66,499
Pennsylvania,2,Other,475,2020,431,487.89,375,475,431,487.89,375
New Mexico,3,Other,800,2021,727,618.38,596.99,800,727,618.38,596.99
Michigan,3,Fraud,400,2021,500,500,375,400,500,500,375
Texas,1,Other,800,2022,727.875,727.875,800,800,727.875,727.875,800
North Carolina,4,Identity Theft,0,2020,0,0,0,0,0,0,0
Colorado,4,Other,500,2018,400.08,460,450,500,400.08,460,450
Kansas,4,Fraud,350,2018,306.25,370,265,350,306.25,370,265
Tennessee,4,Fraud,400,2021,550,500,460,400,550,500,460
Wyoming,3,Fraud,500,2021,500,500,400,500,500,500,400
Wisconsin,1,Fraud,244.79,2020,330.64,304.99,217.85,244.79,330.64,304.99,217.85
Colorado,4,Other,500,2019,492,476.66,525.5,500,492,476.66,525.5
Kentucky,3,Fraud,300,2018,380,370,313.25,300,380,370,313.25
Delaware,2,Other,560,2021,700,618.38,820,560,700,618.38,820
Puerto Rico,3,Other,550,2020,490,487.89,500,550,490,487.89,500
South Dakota,1,Fraud,411.5,2018,404.565,370,679.5,411.5,404.565,370,679.5
Maine,1,Fraud,400,2021,402.995,500,240,400,402.995,500,240
New Jersey,3,Other,500,2018,460.27,460,500,500,460.27,460,500
Massachusetts,3,Fraud,271.5,2020,279,304.99,247,271.5,279,304.99,247
Montana,1,Fraud,449.22,2021,402.995,500,400,449.22,402.995,500,400
Connecticut,4,Fraud,459.73,2021,550,500,526.245,459.73,550,500,526.245
Florida,1,Other,458.145,2019,410.21,476.66,400,458.145,410.21,476.66,400
Maryland,1,Other,524,2019,410.21,476.66,500,524,410.21,476.66,500
Iowa,1,Other,480,2021,535,618.38,416.5,480,535,618.38,416.5
Puerto Rico,2,Identity Theft,0,2020,0,0,0,0,0,0,0
Illinois,4,Fraud,300,2019,335.88,394.99,265,300,335.88,394.99,265
Delaware,1,Fraud,399,2020,330.64,304.99,373.86,399,330.64,304.99,373.86
New Hampshire,3,Other,602.5,2021,727,618.38,650,602.5,727,618.38,650
California,3,Other,494.16,2019,500,476.66,481.89,494.16,500,476.66,481.89
Hawaii,1,Other,700,2021,535,618.38,508,700,535,618.38,508
Arkansas,2,Other,386.215,2020,431,487.89,374.3,386.215,431,487.89,374.3
Idaho,3,Fraud,400,2019,400,394.99,484,400,400,394.99,484
Maine,1,Fraud,400,2021,402.995,500,240,400,402.995,500,240
Iowa,2,Fraud,250,2020,325,304.99,240.81,250,325,304.99,240.81
Kentucky,3,Fraud,207,2020,279,304.99,189,207,279,304.99,189
West Virginia,2,Fraud,202.22,2020,325,304.99,249.99,202.22,325,304.99,249.99
West Virginia,3,Other,330.68,2018,460.27,460,409,330.68,460.27,460,409
Alaska,1,Other,541.595,2019,410.21,476.66,462.5,541.595,410.21,476.66,462.5
North Carolina,1,Other,530.84,2021,535,618.38,400,530.84,535,618.38,400
District of Columbia,1,Fraud,378.5,2018,404.565,370,400,378.5,404.565,370,400
District of Columbia,3,Fraud,500,2021,500,500,499.995,500,500,500,499.995
Alabama,3,Other,377,2018,460.27,460,338.925,377,460.27,460,338.925
Indiana,3,Fraud,349.99,2018,380,370,399,349.99,380,370,399
Wyoming,4,Fraud,304,2020,328,304.99,300,304,328,304.99,300
Georgia,4,Other,458,2018,400.08,460,453.025,458,400.08,460,453.025
California,3,Fraud,480,2019,400,394.99,495,480,400,394.99,495
Washington,2,Fraud,390,2019,422.08,394.99,400,390,422.08,394.99,400
Michigan,4,Fraud,250,2020,328,304.99,250,250,328,304.99,250
Nebraska,3,Fraud,341.08,2018,380,370,300,341.08,380,370,300
Hawaii,1,Fraud,400,2018,404.565,370,499,400,404.565,370,499
Massachusetts,1,Other,500,2019,410.21,476.66,459,500,410.21,476.66,459
Oklahoma,1,Other,450,2018,500,460,434.5,450,500,460,434.5
Virginia,3,Fraud,324.47,2020,279,304.99,279.99,324.47,279,304.99,279.99
Illinois,4,Fraud,278,2020,328,304.99,289.98,278,328,304.99,289.98
Hawaii,1,Other,477.15,2018,500,460,529,477.15,500,460,529
Pennsylvania,3,Fraud,300,2019,400,394.99,324,300,400,394.99,324
Massachusetts,4,Fraud,500,2021,550,500,573,500,550,500,573
Oregon,4,Fraud,345.4,2018,306.25,370,250,345.4,306.25,370,250
Vermont,3,Other,400,2020,490,487.89,449.95,400,490,487.89,449.95
Tennessee,4,Other,360,2018,400.08,460,300,360,400.08,460,300
California,1,Fraud,400,2020,330.64,304.99,400,400,330.64,304.99,400
New York,2,Other,366.91,2020,431,487.89,331,366.91,431,487.89,331
New York,1,Fraud,500,2021,402.995,500,425,500,402.995,500,425
Delaware,1,Identity Theft,0,2021,0,0,0,0,0,0,0
Wisconsin,2,Fraud,300,2019,422.08,394.99,352.135,300,422.08,394.99,352.135
North Carolina,2,Fraud,449.53,2021,507,500,500,449.53,507,500,500
Kansas,3,Fraud,429.98,2021,500,500,400,429.98,500,500,400
Delaware,1,Fraud,369,2019,375,394.99,307,369,375,394.99,307
Georgia,2,Other,458,2018,499,460,500,458,499,460,500
Wisconsin,3,Other,344.01,2020,490,487.89,400,344.01,490,487.89,400
District of Columbia,2,Fraud,370.5,2019,422.08,394.99,449.5,370.5,422.08,394.99,449.5
Arizona,3,Fraud,525,2021,500,500,500,525,500,500,500
Massachusetts,3,Fraud,335.75,2018,380,370,328.5,335.75,380,370,328.5
Maine,1,Identity Theft,0,2020,0,0,0,0,0,0,0
Mississippi,3,Other,500,2020,490,487.89,480,500,490,487.89,480
Missouri,1,Fraud,300,2018,404.565,370,353.42,300,404.565,370,353.42
Oregon,4,Other,505,2021,700,618.38,594,505,700,618.38,594
Vermont,3,Fraud,289.5,2020,279,304.99,206.52,289.5,279,304.99,206.52
Kentucky,2,Fraud,300,2019,422.08,394.99,400,300,422.08,394.99,400
Colorado,2,Fraud,350,2018,396,370,406.535,350,396,370,406.535
Oregon,3,Fraud,500,2021,500,500,500,500,500,500,500
South Carolina,2,Fraud,319.245,2018,396,370,399.995,319.245,396,370,399.995
Rhode Island,2,Other,420,2018,499,460,500,420,499,460,500
Delaware,3,Fraud,399,2020,279,304.99,343.76,399,279,304.99,343.76
New Hampshire,1,Fraud,450,2021,402.995,500,470.34,450,402.995,500,470.34
Nebraska,2,Other,327,2019,499,476.66,370,327,499,476.66,370
Minnesota,2,Fraud,300,2020,325,304.99,450,300,325,304.99,450
Louisiana,3,Fraud,380,2019,400,394.99,400,380,400,394.99,400
Arizona,2,Fraud,440,2019,422.08,394.99,479,440,422.08,394.99,479
Maryland,3,Other,598,2021,727,618.38,717,598,727,618.38,717
Nevada,2,Other,500,2019,499,476.66,498.495,500,499,476.66,498.495
Michigan,1,Fraud,500,2022,600,600,500,500,600,600,500
South Carolina,1,Other,374,2018,500,460,450,374,500,460,450
Oregon,3,Other,390,2020,490,487.89,400,390,490,487.89,400
Missouri,1,Fraud,300,2019,375,394.99,300,300,375,394.99,300
Hawaii,3,Fraud,356.02,2020,279,304.99,249.995,356.02,279,304.99,249.995
New Mexico,1,Identity Theft,0,2021,0,0,0,0,0,0,0
Massachusetts,1,Fraud,289.52,2019,375,394.99,294.47,289.52,375,394.99,294.47
California,1,Fraud,400,2018,404.565,370,480,400,404.565,370,480
Tennessee,4,Fraud,269.505,2020,328,304.99,254.95,269.505,328,304.99,254.95
Pennsylvania,2,Other,386,2018,499,460,398.9,386,499,460,398.9
Oregon,3,Fraud,299.265,2020,279,304.99,200,299.265,279,304.99,200
Alaska,4,Identity Theft,0,2021,0,0,0,0,0,0,0
Washington,4,Other,500,2020,500,487.89,500,500,500,487.89,500
Arkansas,1,Fraud,300,2019,375,394.99,254.5,300,375,394.99,254.5
Connecticut,1,Fraud,299.99,2019,375,394.99,200,299.99,375,394.99,200
Louisiana,3,Other,650,2021,727,618.38,675,650,727,618.38,675
New Jersey,3,Fraud,354.18,2018,380,370,353.6,354.18,380,370,353.6
Connecticut,2,Fraud,301.75,2018,396,370,350,301.75,396,370,350
Hawaii,4,Other,477.15,2018,400.08,460,476.62,477.15,400.08,460,476.62
Rhode Island,2,Fraud,268.5,2019,422.08,394.99,300,268.5,422.08,394.99,300
Pennsylvania,1,Identity Theft,0,2021,0,0,0,0,0,0,0
Hawaii,1,Other,477.15,2018,500,460,529,477.15,500,460,529
Utah,1,Fraud,375,2018,404.565,370,366.25,375,404.565,370,366.25
South Carolina,3,Other,600,2021,727,618.38,982.93,600,727,618.38,982.93
Georgia,1,Other,711,2021,535,618.38,600,711,535,618.38,600
Kentucky,4,Other,500,2021,700,618.38,600,500,700,618.38,600
Hawaii,2,Other,464.5,2020,431,487.89,400,464.5,431,487.89,400
Connecticut,3,Fraud,299.99,2019,400,394.99,350.43,299.99,400,394.99,350.43
Florida,1,Other,499,2020,495,487.89,500,499,495,487.89,500
Minnesota,3,Other,500,2021,727,618.38,600,500,727,618.38,600
Illinois,1,Fraud,278,2020,330.64,304.99,300,278,330.64,304.99,300
South Carolina,3,Other,374,2018,460.27,460,500,374,460.27,460,500
Vermont,1,Fraud,289.5,2020,330.64,304.99,390.5,289.5,330.64,304.99,390.5
District of Columbia,3,Fraud,378.5,2018,380,370,399.495,378.5,380,370,399.495
West Virginia,3,Other,500,2021,727,618.38,850,500,727,618.38,850
Arkansas,3,Fraud,360,2018,380,370,412,360,380,370,412
District of Columbia,3,Fraud,378.5,2018,380,370,399.495,378.5,380,370,399.495
Missouri,4,Fraud,369,2021,550,500,400,369,550,500,400
Pennsylvania,2,Other,475,2020,431,487.89,375,475,431,487.89,375
Florida,3,Other,499,2020,490,487.89,483.38,499,490,487.89,483.38
Montana,2,Fraud,398.5,2018,396,370,430,398.5,396,370,430
Texas,1,Fraud,329.915,2020,330.64,304.99,363,329.915,330.64,304.99,363
Ohio,2,Other,345,2019,499,476.66,392,345,499,476.66,392
Vermont,2,Fraud,330.495,2018,396,370,299.495,330.495,396,370,299.495
Oregon,3,Other,380,2018,460.27,460,393.57,380,460.27,460,393.57
Mississippi,3,Fraud,315.25,2019,400,394.99,332.49,315.25,400,394.99,332.49
Illinois,3,Other,400,2018,460.27,460,402,400,460.27,460,402
Alabama,3,Other,350,2019,500,476.66,400,350,500,476.66,400
Tennessee,1,Other,700.79,2021,535,618.38,546,700.79,535,618.38,546
California,2,Other,500,2020,431,487.89,459.88,500,431,487.89,459.88
New York,1,Other,400,2019,410.21,476.66,400,400,410.21,476.66,400
Maryland,2,Fraud,316.5,2020,325,304.99,382.7,316.5,325,304.99,382.7
Nebraska,2,Fraud,450,2021,507,500,500,450,507,500,500
North Carolina,2,Fraud,276.955,2020,325,304.99,301.04,276.955,325,304.99,301.04
Virginia,2,Other,500,2020,431,487.89,456,500,431,487.89,456
Florida,2,Other,800,2021,700,618.38,955,800,700,618.38,955
Louisiana,2,Other,500,2018,499,460,542.69,500,499,460,542.69
New Hampshire,4,Other,394.5,2018,400.08,460,330.64,394.5,400.08,460,330.64
Washington,4,Fraud,395,2020,328,304.99,309.36,395,328,304.99,309.36
Indiana,3,Fraud,400,2021,500,500,400,400,500,500,400
South Carolina,4,Fraud,400,2021,550,500,463.46,400,550,500,463.46
Missouri,4,Fraud,300,2018,306.25,370,246.44,300,306.25,370,246.44
Hawaii,3,Other,477.15,2018,460.27,460,450.765,477.15,460.27,460,450.765
Texas,3,Other,652.315,2021,727,618.38,708.7,652.315,727,618.38,708.7
Georgia,4,Other,500,2020,500,487.89,500,500,500,487.89,500
Rhode Island,1,Fraud,350,2018,404.565,370,439,350,404.565,370,439
Utah,1,Other,509,2019,410.21,476.66,599,509,410.21,476.66,599
Nevada,2,Other,680,2021,700,618.38,700,680,700,618.38,700
Hawaii,2,Other,502.32,2019,499,476.66,339.87,502.32,499,476.66,339.87
Florida,3,Fraud,535,2021,500,500,540,535,500,500,540
Wyoming,3,Other,410,2019,500,476.66,376.33,410,500,476.66,376.33
Ohio,1,Fraud,300,2018,404.565,370,330.99,300,404.565,370,330.99
Illinois,3,Fraud,278,2020,279,304.99,227.36,278,279,304.99,227.36
Washington,4,Fraud,500,2021,550,500,600,500,550,500,600
Indiana,2,Fraud,319,2019,422.08,394.99,350,319,422.08,394.99,350
Oklahoma,1,Other,465,2020,495,487.89,497.5,465,495,487.89,497.5
Michigan,3,Other,306.99,2018,460.27,460,325,306.99,460.27,460,325
Michigan,1,Fraud,250,2020,330.64,304.99,295,250,330.64,304.99,295
Wisconsin,3,Identity Theft,0,2018,0,0,0,0,0,0,0
Kentucky,4,Fraud,207,2020,328,304.99,216.5,207,328,304.99,216.5
Maine,3,Fraud,216.935,2020,279,304.99,179.925,216.935,279,304.99,179.925
Georgia,3,Other,500,2020,490,487.89,500,500,490,487.89,500
Maryland,4,Other,524,2019,492,476.66,526.45,524,492,476.66,526.45
Wyoming,4,Fraud,304,2020,328,304.99,300,304,328,304.99,300
Iowa,3,Fraud,309.99,2019,400,394.99,398,309.99,400,394.99,398
Arizona,3,Other,450,2018,460.27,460,423.08,450,460.27,460,423.08
Kentucky,1,Fraud,500,2022,600,600,500,500,600,600,500
North Dakota,1,Other,500,2021,535,618.38,460,500,535,618.38,460
West Virginia,4,Fraud,350,2021,550,500,400,350,550,500,400
Tennessee,1,Other,700.79,2021,535,618.38,546,700.79,535,618.38,546
Nebraska,2,Fraud,450,2021,507,500,500,450,507,500,500
Connecticut,3,Fraud,459.73,2021,500,500,500,459.73,500,500,500
Minnesota,4,Fraud,359,2018,306.25,370,271.25,359,306.25,370,271.25
District of Columbia,3,Other,500,2019,500,476.66,500,500,500,476.66,500
Mississippi,1,Fraud,400,2021,402.995,500,307.99,400,402.995,500,307.99
Alabama,4,Fraud,437,2021,550,500,500,437,550,500,500
Ohio,2,Other,345,2019,499,476.66,392,345,499,476.66,392
Vermont,2,Fraud,289.5,2020,325,304.99,370.8,289.5,325,304.99,370.8
Michigan,4,Other,349,2019,492,476.66,320,349,492,476.66,320
Alabama,4,Fraud,311,2018,306.25,370,280,311,306.25,370,280
Kentucky,2,Fraud,352.81,2021,507,500,400,352.81,507,500,400
Minnesota,1,Fraud,359,2018,404.565,370,390.91,359,404.565,370,390.91
Arkansas,4,Fraud,360,2018,306.25,370,300,360,306.25,370,300
West Virginia,2,Fraud,350,2021,507,500,411.88,350,507,500,411.88
West Virginia,4,Fraud,347.78,2019,335.88,394.99,299,347.78,335.88,394.99,299
Arkansas,1,Fraud,450,2021,402.995,500,525,450,402.995,500,525
Washington,4,Other,400,2019,492,476.66,430,400,492,476.66,430
Pennsylvania,3,Fraud,300,2019,400,394.99,324,300,400,394.99,324
Virginia,3,Fraud,324.47,2020,279,304.99,279.99,324.47,279,304.99,279.99
Montana,2,Fraud,398.5,2018,396,370,430,398.5,396,370,430
Puerto Rico,2,Fraud,368,2020,325,304.99,397.5,368,325,304.99,397.5
Minnesota,2,Other,379.305,2019,499,476.66,375.17,379.305,499,476.66,375.17
Utah,2,Fraud,500,2021,507,500,564.375,500,507,500,564.375
Arizona,4,Other,450,2018,400.08,460,415,450,400.08,460,415
Louisiana,2,Other,500,2018,499,460,542.69,500,499,460,542.69
Puerto Rico,1,Fraud,358,2018,404.565,370,351.5,358,404.565,370,351.5
Illinois,3,Fraud,300,2018,380,370,299,300,380,370,299
Maryland,1,Fraud,340,2018,404.565,370,360.5,340,404.565,370,360.5
Florida,1,Fraud,375,2020,330.64,304.99,400,375,330.64,304.99,400
North Carolina,1,Fraud,311.5,2018,404.565,370,366.5,311.5,404.565,370,366.5
Massachusetts,1,Fraud,289.52,2019,375,394.99,294.47,289.52,375,394.99,294.47
Wisconsin,3,Other,309,2018,460.27,460,325.745,309,460.27,460,325.745
South Carolina,1,Fraud,350,2019,375,394.99,324.65,350,375,394.99,324.65
Nebraska,1,Other,327,2019,410.21,476.66,312.745,327,410.21,476.66,312.745
Connecticut,1,Other,436,2019,410.21,476.66,403.5,436,410.21,476.66,403.5
Rhode Island,2,Identity Theft,0,2020,0,0,0,0,0,0,0
Indiana,4,Fraud,319,2019,335.88,394.99,300,319,335.88,394.99,300
Maryland,4,Fraud,316.5,2020,328,304.99,300,316.5,328,304.99,300
Indiana,1,Other,995,2022,727.875,727.875,995,995,727.875,727.875,995
Georgia,2,Fraud,317.5,2018,396,370,344,317.5,396,370,344
Connecticut,4,Fraud,301.75,2018,306.25,370,265,301.75,306.25,370,265
Michigan,3,Other,400,2020,490,487.89,377,400,490,487.89,377
Louisiana,3,Other,425.59,2019,500,476.66,540,425.59,500,476.66,540
Maine,4,Fraud,335.505,2018,306.25,370,299.99,335.505,306.25,370,299.99
Florida,2,Fraud,535,2021,507,500,589.92,535,507,500,589.92
Louisiana,2,Fraud,424.375,2021,507,500,485.21,424.375,507,500,485.21
North Dakota,1,Other,500,2021,535,618.38,460,500,535,618.38,460
Rhode Island,4,Fraud,350,2018,306.25,370,205,350,306.25,370,205
Colorado,3,Other,500,2018,460.27,460,465.08,500,460.27,460,465.08
Puerto Rico,4,Fraud,505.5,2021,550,500,575,505.5,550,500,575
Maryland,2,Other,598,2021,700,618.38,525.25,598,700,618.38,525.25
Arkansas,1,Fraud,500,2022,600,600,500,500,600,600,500
Missouri,1,Other,400,2020,495,487.89,400,400,495,487.89,400
Iowa,1,Fraud,500,2022,600,600,500,500,600,600,500
Maryland,2,Other,598,2021,700,618.38,525.25,598,700,618.38,525.25
New Jersey,3,Fraud,389.06,2019,400,394.99,400,389.06,400,394.99,400
Iowa,4,Fraud,309.99,2019,335.88,394.99,259.5,309.99,335.88,394.99,259.5
Hawaii,1,Other,800,2022,727.875,727.875,800,800,727.875,727.875,800
Florida,2,Fraud,395,2018,396,370,399.99,395,396,370,399.99
Wyoming,1,Fraud,304,2020,330.64,304.99,350,304,330.64,304.99,350
New Hampshire,4,Other,394.5,2018,400.08,460,330.64,394.5,400.08,460,330.64
Alabama,4,Fraud,437,2021,550,500,500,437,550,500,500
Florida,4,Other,499,2020,500,487.89,500,499,500,487.89,500
Kansas,2,Fraud,249,2020,325,304.99,300,249,325,304.99,300
Virginia,2,Fraud,324.47,2020,325,304.99,359.32,324.47,325,304.99,359.32
Delaware,4,Other,400,2018,400.08,460,381,400,400.08,460,381
West Virginia,3,Fraud,202.22,2020,279,304.99,168.99,202.22,279,304.99,168.99
Louisiana,4,Fraud,424.375,2021,550,500,499,424.375,550,500,499
Vermont,3,Fraud,289.5,2020,279,304.99,206.52,289.5,279,304.99,206.52
Virginia,1,Fraud,500,2021,402.995,500,421.725,500,402.995,500,421.725
Alaska,1,Other,471.71,2020,495,487.89,473,471.71,495,487.89,473
Michigan,2,Fraud,299,2018,396,370,300,299,396,370,300
South Dakota,2,Fraud,240,2020,325,304.99,300,240,325,304.99,300
Oregon,1,Fraud,589,2022,600,600,589,589,600,600,589
New Jersey,3,Other,496,2019,500,476.66,500,496,500,476.66,500
Missouri,2,Fraud,369,2021,507,500,400,369,507,500,400
Florida,3,Other,466.81,2018,460.27,460,400,466.81,460.27,460,400
District of Columbia,4,Fraud,378.5,2018,306.25,370,355.09,378.5,306.25,370,355.09
Pennsylvania,2,Other,475,2020,431,487.89,375,475,431,487.89,375
